瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),碍荐 拌加矫埃(hr),10盒 弥促 碍荐樊(mm),1矫埃 弥促碍荐樊(mm),弥措 鉴埃 浅加(m/s),弥措 浅加(m/s),弥促浅氢(16规困),乞闭 捞浇痢柯档(∑C),弥家 惑措嚼档(%),乞闭 惑措嚼档(%),钦拌 老炼矫埃(hr),1矫埃 弥促老荤樊(MJ/m2)
236,何咯,2012-01-05,-5.9,-10.8,.2,,,,4.8,3.1,200,-10.4,43,71.5,6.6,
236,何咯,2012-01-06,-3.4,-10.1,3.6,,,,5.1,3,200,-9.3,42,65.5,6.4,
236,何咯,2012-01-07,-5.4,-11.9,2.8,,,,3.7,2.5,200,-10.9,34,68.1,8.6,
236,何咯,2012-01-08,-3.9,-10.3,3.4,,,,6,3.9,340,-8.7,46,71,4.9,
236,何咯,2012-01-09,-1.3,-6,2.8,,,,2.4,1.5,230,-4.7,59,77.6,0,
236,何咯,2012-01-10,-.3,-3.6,4.2,,,,7.1,4.3,320,-7.6,37,59.6,7.5,
236,何咯,2012-01-11,-3.5,-9.6,.1,,,,8.1,4.8,340,-11.9,29,53.9,7.2,
236,何咯,2012-01-12,-4.3,-10.1,1.6,,,,6,3.6,200,-9.4,43,68.8,5.7,
236,何咯,2012-01-13,-2.1,-6.7,5.3,,,,6.2,4,180,-6.6,41,72.3,2.8,
236,何咯,2012-01-14,-2.8,-9.3,4.8,,,,5.5,3.5,200,-9.9,24,62.3,8.5,
236,何咯,2012-01-15,-1.6,-5.3,3.4,,,,4.5,3.1,360,-10,25,56.4,2.8,
236,何咯,2012-01-16,.3,-6.2,8.7,,,,5.3,3.6,20,-7.1,30,60,7.5,
236,何咯,2012-01-17,.7,-4,7.8,,,,4.2,2.8,140,-3.4,50,75.4,3.2,
236,何咯,2012-01-18,1.5,-4.1,8.2,,,,5.6,2.9,340,-7,27,57,6.4,
236,何咯,2012-01-19,4.1,1.6,6,,,,6.6,3.5,360,.3,51,77.1,0,
236,何咯,2012-01-20,5.9,4.5,8.1,,,,5.8,2.5,340,.7,60,69.9,0,
236,何咯,2012-01-21,3.4,.7,5.2,,,,5.1,3.4,340,-.3,65,76.9,.1,
236,何咯,2012-01-22,-3.6,-7.1,.7,,,,8.1,5.1,320,-12.9,34,48.9,7.8,
236,何咯,2012-01-23,-6.9,-10.4,-2.5,,,,10.1,5.7,340,-14.6,25,56.5,8.6,
236,何咯,2012-01-24,-6,-11.2,-1,,,,8.8,3.5,20,-13.3,27,60.9,7.8,
236,何咯,2012-01-25,-5.6,-9.9,-2.1,,,,7.8,4.8,320,-12.4,34,60.8,8.5,
236,何咯,2012-01-26,-3.9,-11.4,1.8,,,,5,3.5,200,-7.1,57,79.1,4,
236,何咯,2012-01-27,0,-3.2,5.9,,,,7,4,270,-3.2,49,80,3,
236,何咯,2012-01-28,.1,-3.7,5.1,,,,6.2,3.3,20,-14.9,14,34.6,8.7,
236,何咯,2012-01-29,-1.3,-5.6,3.6,,,,7.4,4.4,340,-16,13,35.5,7.7,
236,何咯,2012-01-30,-2.9,-7.5,1.8,,,,7.4,4.3,340,-19,12,30.5,9.2,
236,何咯,2012-01-31,-3.2,-10.1,4.2,,,,10.6,4.4,180,-7.5,30,72.3,.4,
236,何咯,2012-02-01,-7,-10,-1.7,,,,8.7,5.3,320,-15,32,53.9,8.2,
236,何咯,2012-02-02,-9.9,-12.4,-6.1,,,,7,4.1,320,-16.9,37,57.4,8.6,
236,何咯,2012-02-03,-7.6,-13.8,-1.1,,,,5,3,20,-13.6,32,64.3,8.9,
236,何咯,2012-02-04,-2.3,-8.9,4.2,,,,9.8,4.6,320,-9.8,30,59.9,7.1,
236,何咯,2012-02-05,-1.1,-5.7,5.7,,,,5.4,2.7,340,-11.6,16,50.8,6.8,
236,何咯,2012-02-06,.1,-5.2,4.8,,,,7.8,3.4,20,-7.6,36,58,0,
236,何咯,2012-02-07,-5,-9.8,2.5,,,,10,6.1,320,-14.6,29,48,8.9,
236,何咯,2012-02-08,-7.5,-13,-2.7,,,,6,3.6,140,-12.4,44,68.5,4.5,
236,何咯,2012-02-09,-4.7,-13.9,1,,,,5.6,3.9,140,-10.5,42,65.9,6.9,
236,何咯,2012-02-10,-2.5,-7.6,3.9,,,,7.5,5,290,-8.8,31,64.4,6.3,
236,何咯,2012-02-11,-3.9,-10.7,2.6,,,,6.4,3.8,230,-13,21,53.4,9.5,
236,何咯,2012-02-12,-1.2,-9.2,5.9,,,,4.7,2.4,70,-11.1,24,52.3,8.4,
236,何咯,2012-02-13,2.3,-2.3,8,,,,8.9,3.7,20,-8.9,29,45.5,.3,
236,何咯,2012-02-14,3.7,-2.3,9.3,,,,6.8,4.3,340,-6.6,26,49.5,5.3,
236,何咯,2012-02-15,1.1,-2.1,6,,,,6.5,4.5,340,-13.1,14,36.8,6.3,
236,何咯,2012-02-16,-.3,-5.6,4.8,,,,9.4,5.6,290,-13.9,14,37,8.8,
236,何咯,2012-02-17,-3.7,-6.2,-.4,,,,10.6,6.1,320,-14.2,25,46,8.5,
236,何咯,2012-02-18,-5.4,-10.3,-.9,,,,10.4,6.5,290,-14.1,22,54.5,9.1,
236,何咯,2012-02-19,-4.2,-10.6,2.7,,,,6.6,4.4,290,-12.9,23,56.1,9.8,
236,何咯,2012-02-20,-2.6,-10.8,6.6,,,,4.8,3.5,230,-11.9,21,54,8.6,
236,何咯,2012-02-21,.2,-7.1,6.8,,,,5.6,3.3,20,-7.8,30,57.9,2.1,
236,何咯,2012-02-22,3.7,-4.5,12.3,,,,8.7,3.3,20,-3.2,37,62.9,5.1,
236,何咯,2012-02-23,4.5,-.4,8,,,,8.6,4.6,320,-1.6,45,65.5,4.5,
236,何咯,2012-02-24,4.2,-2.7,11.1,,,,5.2,3.3,340,-1.8,40,67.4,3.1,
236,何咯,2012-02-25,1.1,-2.4,3.5,,,,6.1,4.1,320,-4.3,48,68.1,.1,
236,何咯,2012-02-26,-.7,-3.5,3.7,,,,6,3.7,320,-11.1,26,46.3,3.7,
236,何咯,2012-02-27,-.9,-8.6,6.7,,,,7.3,4,20,-13.3,15,45,10.2,
236,何咯,2012-02-28,1.4,-4.1,7.3,,,,6.8,4.2,20,-8.1,31,51.1,0,
236,何咯,2012-02-29,3.7,-4,13.1,,,,6.5,3.9,250,-4.9,18,57.9,9.5,
236,何咯,2012-03-01,7.2,-.8,15.6,,,,5.4,2.6,230,-6.3,14,43.6,8.5,
236,何咯,2012-03-02,5.7,4.4,6.9,,,,4.9,3.1,320,.4,38,69.8,0,
236,何咯,2012-03-03,7.8,1.3,13.2,,,,6.5,4.2,50,.1,33,61.1,5.2,
236,何咯,2012-03-04,6.4,3.4,8.9,,,,9.6,6.2,90,-.1,52,63.6,0,
236,何咯,2012-03-05,5.3,3.6,6.8,,,,5.5,3,360,2.8,71,84.6,0,
236,何咯,2012-03-06,5.2,3.3,6.8,,,,9.7,6.5,270,.2,50,71.6,.4,
236,何咯,2012-03-07,4,.3,8.7,,,,8.2,3.6,320,-3.2,37,60.1,2.9,
236,何咯,2012-03-08,2.6,-2.3,9.2,,,,8.8,5.6,340,-7.6,15,51.4,7.2,
236,何咯,2012-03-09,2.9,-3.5,10,,,,5.2,4,340,-6.3,21,53.9,9,
236,何咯,2012-03-10,2.9,-2,9.5,,,,8.3,5.7,230,-4.4,34,60.8,7.9,
236,何咯,2012-03-11,-.1,-3.1,2.7,,,,12.3,6.7,290,-11.6,18,43.5,9,
236,何咯,2012-03-12,-1.4,-7.4,5,,,,9.2,6,320,-12.7,17,45.6,10.8,
236,何咯,2012-03-13,.3,-6.6,8.8,,,,9.3,4.7,160,-7.2,25,61.3,9.3,
236,何咯,2012-03-14,3.1,-4.4,9.3,,,,9,5.4,160,-1.2,49,74.6,5.9,
236,何咯,2012-03-15,5.3,-4,13.5,,,,6.7,3.9,20,-8,10,47,10,
236,何咯,2012-03-16,6.4,3.2,10.8,,,,6.3,3.7,20,.4,30,67.8,0,
236,何咯,2012-03-17,8.3,6.6,11.1,,,,5.3,3.3,140,6.3,73,88.1,0,
236,何咯,2012-03-18,5.9,-.4,10.5,,,,7.3,4.9,230,2.5,50,80,3.5,
236,何咯,2012-03-19,2.3,-3.3,8.8,,,,6.1,4,340,-7.6,17,53.6,6.1,
236,何咯,2012-03-20,2.4,-5,9.7,,,,8.5,5.6,320,-9.2,19,46.9,10.7,
236,何咯,2012-03-21,3.4,-4.4,11.8,,,,5.5,3.7,200,-5.4,26,55.9,10.6,
236,何咯,2012-03-22,6,1.2,11.5,,,,4.9,3.2,160,.5,44,69.1,0,
236,何咯,2012-03-23,5.9,3.7,7.2,,,,8.2,5.5,270,3.5,72,84.8,0,
236,何咯,2012-03-24,4.7,2.9,8.6,,,,12.4,8.3,290,-5.8,26,49.8,6.8,
236,何咯,2012-03-25,3.5,-1.3,8.6,,,,12.7,7.8,290,-8.4,18,45.6,9.6,
236,何咯,2012-03-26,3.1,-4.4,11,,,,11.5,4.1,270,-7.5,22,51,11.1,
236,何咯,2012-03-27,6.3,-3.8,13.9,,,,8.4,5.2,230,-3.2,17,56.4,9.6,
236,何咯,2012-03-28,10.1,3.7,18.1,,,,9.2,3.8,230,1.4,16,60.9,7.6,
236,何咯,2012-03-29,10.9,-.1,20.3,,,,11.7,7.1,230,4.4,21,68.9,5.4,
236,何咯,2012-03-30,10.4,5.5,16.4,,,,9.5,5.6,270,5.7,41,74.4,0,
236,何咯,2012-03-31,5.3,-.6,11.1,,,,11,6.7,290,-5.5,20,49.4,10,
236,何咯,2012-04-01,4.1,-3,11.7,,,,8.6,4.8,230,-7.8,15,47.3,10.9,
236,何咯,2012-04-02,9.8,-.8,18.7,,1.5,5.5,11,5.8,180,2.2,27,63,1.3,
236,何咯,2012-04-03,6,1.3,13.2,,4,16,16.2,9.2,290,-.7,34,64.6,4.5,
236,何咯,2012-04-04,7,-.7,13.9,,,,11.7,6.6,230,.9,47,66.9,10,
236,何咯,2012-04-05,5.6,-.5,13.2,,,,10.2,6.9,270,-4.4,18,56.5,9.2,
236,何咯,2012-04-06,5,-1.3,12.6,,,,11.9,7.1,290,-5.7,14,52,11.5,
236,何咯,2012-04-07,5.8,-2.7,14,,,,6.3,4.1,200,-4.5,19,52.6,11.2,
236,何咯,2012-04-08,11.6,.2,18.9,,,,12,8.3,230,1.6,24,54.4,11.3,
236,何咯,2012-04-09,14.3,10,20.6,,,,7.4,4.5,230,9.7,56,74.5,2.6,
236,何咯,2012-04-10,12.8,9.6,14.8,,.5,1,6.6,3.4,70,9.8,71,82.5,0,
236,何咯,2012-04-11,11.8,4.6,18.6,,.1,.1,8.6,5.3,200,7.4,43,76.8,5,
236,何咯,2012-04-12,8.8,.7,16.6,,,,8.5,4.7,320,-2.5,14,52.4,6.7,
236,何咯,2012-04-13,9.7,6.6,15.5,,.5,.5,6.1,3.6,320,1,26,58,0,
236,何咯,2012-04-14,11.8,3.2,21.4,,,,5.9,4.3,270,4.5,22,65.9,9.9,
236,何咯,2012-04-15,13.7,5.8,23.4,,,,7.1,4,250,2.7,12,53.9,9.8,
236,何咯,2012-04-16,11.4,4,20.4,,,,9.4,5.3,290,3.5,33,61.9,10.1,
236,何咯,2012-04-17,10.7,2.8,20.8,,,,7.6,3.4,110,.9,10,58.6,8.5,
236,何咯,2012-04-18,13.5,3.9,23,,,,6.1,3.5,270,2.3,22,51.5,7.1,
236,何咯,2012-04-19,13.8,8.9,22.6,,.2,.4,8.4,4.6,20,5.3,22,61.4,5.4,
236,何咯,2012-04-20,16.8,11.6,23.8,,.5,.5,8.2,4.7,90,7.4,33,56.3,3.9,
236,何咯,2012-04-21,12.9,11.1,15.7,,1.5,4.5,11,5.5,70,9.5,50,80.4,0,
236,何咯,2012-04-22,9.9,8.9,13.6,,.5,2,9.6,5.7,230,7.3,75,83.9,0,
236,何咯,2012-04-23,15.1,8.1,23.4,,.1,.1,7.9,5,230,9.6,43,72,6.4,
236,何咯,2012-04-24,18.9,8.9,28.8,,,,5.8,3.5,160,7.1,18,55,9.5,
236,何咯,2012-04-25,14.1,9.6,19.8,,2,4,8.3,5.1,90,10.4,29,79.1,0,
236,何咯,2012-04-26,11.9,6.6,17.3,,,,10.1,7.2,270,.4,23,49.6,12.4,
236,何咯,2012-04-27,12.9,3,23.5,,,,10.4,6.2,160,1,14,52.5,12.1,
236,何咯,2012-04-28,15.4,7.1,23.7,,,,7.5,5,270,2.8,20,48.5,10.5,
236,何咯,2012-04-29,15.6,8.6,21.7,,,,4,2.4,20,7.6,37,61.1,0,
236,何咯,2012-04-30,19.8,11.5,26,,,,11.3,6.2,90,8.6,31,51.5,12.3,
236,何咯,2012-05-01,20.2,13.7,25.4,,,,5.5,3.4,20,11.6,42,59.3,2.1,
236,何咯,2012-05-02,21.9,17.9,27.7,,,,7.8,4.2,360,12.8,37,57.6,6.4,
236,何咯,2012-05-03,19.2,14.2,25.8,,,,5.9,3.2,140,10.7,35,60,7.7,
236,何咯,2012-05-04,18.9,11.1,27.4,,,,7.2,4.8,320,8.3,28,54.5,12.6,
236,何咯,2012-05-05,18.1,12.6,27.1,,,,8.5,4.7,230,7.4,12,52.8,9.5,
236,何咯,2012-05-06,16.1,7.7,24.8,,,,8.2,4.8,250,3.4,14,49.9,9.2,
236,何咯,2012-05-07,17.5,8.5,26.8,,,,6,3.9,160,6.2,22,51.5,9.1,
236,何咯,2012-05-08,18.3,10.5,28.1,,,,7,4.1,230,11.8,28,68.3,5.1,
236,何咯,2012-05-09,19.1,13.8,28.4,,,,6.2,3.7,140,11.9,18,66.9,7.5,
236,何咯,2012-05-10,16.8,10.7,25.5,,,,6.2,3.8,230,10.3,35,68.6,10.6,
236,何咯,2012-05-11,16.3,11.6,21.9,,,,5.5,2.7,20,9.2,41,64.6,1.9,
236,何咯,2012-05-12,16.5,12,22.8,,,,6.3,3.4,50,9.1,38,63.6,7.8,
236,何咯,2012-05-13,17.3,13.6,23.8,,,,5.2,3.4,160,9.7,31,63.3,2.4,
236,何咯,2012-05-14,15.3,13.6,16,,1,3.5,5.4,3,50,12.1,68,82,0,
236,何咯,2012-05-15,16.9,12.8,23.5,,,,7,4.4,250,10.4,28,68.9,7.9,
236,何咯,2012-05-16,17,12.5,23.2,,,,5.8,4,160,9.8,27,64.8,8,
236,何咯,2012-05-17,15.9,11.3,20.4,,0,0,9.5,5.8,200,9.2,36,66.5,7.8,
236,何咯,2012-05-18,16.4,10.2,25,,,,6,3.3,230,7.6,26,61.1,9.9,
236,何咯,2012-05-19,17.5,9.6,26,,,,4.9,2.4,230,7.1,23,56,6.5,
236,何咯,2012-05-20,19,10.2,28.3,,,,6.1,3.9,200,8,23,54.6,12.5,
236,何咯,2012-05-21,20.4,11.7,28.6,,,,6.9,4.2,90,7.4,19,49.3,12.2,
236,何咯,2012-05-22,20.7,11.9,29,,,,6.5,4,290,8.5,18,51.5,12,
236,何咯,2012-05-23,20.7,15.3,28.4,,,,8.9,5,230,9.1,23,52.5,10.3,
236,何咯,2012-05-24,19.2,13.2,25.2,,0,0,5.7,2.3,360,9.5,33,56.1,2.4,
236,何咯,2012-05-25,19.5,14,27.3,,,,8.5,4.9,290,8.6,20,54.8,10.2,
236,何咯,2012-05-26,19.4,12.8,27.2,,,,5,2.7,270,6.5,17,50.1,6.9,
236,何咯,2012-05-27,20.2,12.2,27.7,,,,6.7,4.3,200,10.6,26,57.9,11.7,
236,何咯,2012-05-28,20.5,15.6,27.2,,,,7.7,5.6,230,11.4,32,58.8,6.1,
236,何咯,2012-05-29,20.9,12.2,29,,,,6.6,4,340,4.3,10,40.8,9.4,
236,何咯,2012-05-30,18.8,16.7,22.5,,.5,1.5,8.2,4,110,12.5,47,67,.1,
236,何咯,2012-05-31,20.1,15.2,26.8,,,,5.4,3.7,50,12.5,37,64.3,4.4,
236,何咯,2012-06-01,20.1,13.4,27.2,,,,5.5,3.3,230,10.3,28,57.9,7.7,
236,何咯,2012-06-02,21.3,15.7,28.9,,,,8.8,5.7,140,8.9,18,50.8,9.4,
236,何咯,2012-06-03,21.3,13.1,29.7,,,,6,4.1,250,9.9,23,52.8,12.2,
236,何咯,2012-06-04,22.3,15.6,29,,,,6.8,4.1,230,12.3,32,55.8,8,
236,何咯,2012-06-05,22.8,18.5,28.4,,,,8.4,5.1,270,14.9,42,62.9,9,
236,何咯,2012-06-06,21.5,17.7,27,,,,6.7,4.6,230,15.7,45,70.9,2.4,
236,何咯,2012-06-07,22.5,17.3,28.1,,,,5.9,3.3,180,14.7,33,64.8,5.6,
236,何咯,2012-06-08,19.7,18.5,21.6,,1.5,4.5,6.2,2.8,360,16.3,73,80.9,.7,
236,何咯,2012-06-09,21.7,16.7,28.2,,,,5,2.7,180,16,43,72.8,6.1,
236,何咯,2012-06-10,23.3,18.4,29.4,,,,7.1,4.7,140,16.1,40,65.5,6.6,
236,何咯,2012-06-11,21.5,19.3,25.9,,.2,.3,6.1,2.9,360,16.5,53,74.1,1.2,
236,何咯,2012-06-12,23.5,17.9,29,,.5,.5,6.6,4,320,15.1,36,62.4,9.8,
236,何咯,2012-06-13,23.3,18.4,29.2,,,,5.8,3.4,360,15.2,35,63.4,7.2,
236,何咯,2012-06-14,24,18.9,29.9,,,,7.4,3.8,90,14,33,56.5,8.6,
236,何咯,2012-06-15,21.4,18.6,24.8,,,,7.2,4.3,50,14.4,53,65.1,2.9,
236,何咯,2012-06-16,22.5,16.5,28.5,,,,7.3,4.3,270,15.1,42,65.3,10.4,
236,何咯,2012-06-17,22.9,17.3,29,,,,6.6,4,230,14.8,34,63.1,8.5,
236,何咯,2012-06-18,22.6,17.8,27.8,,,,5.4,3.7,140,14.7,38,63,2.3,
236,何咯,2012-06-19,25.2,18.6,32.1,,,,8.1,4.2,70,14.1,26,53.5,9.8,
236,何咯,2012-06-20,23.4,18,29.2,,,,7.7,5.2,230,14.7,32,61.3,11.9,
236,何咯,2012-06-21,24.4,18,32.3,,,,6.7,4.5,70,15.5,23,61.4,10.5,
236,何咯,2012-06-22,23.6,19.8,29.6,,,,7.6,4.5,140,16.1,36,65.1,7.8,
236,何咯,2012-06-23,24.6,18.9,31.7,,,,5.9,4.1,250,15.2,31,60,8.4,
236,何咯,2012-06-24,24.9,20.7,29.3,,,,8.7,4.8,90,15,42,55.5,1.3,
236,何咯,2012-06-25,24.2,19.1,30.1,,,,10.9,6,90,10.8,32,43.9,12.4,
236,何咯,2012-06-26,23.3,18.9,28.1,,,,9.2,5.1,90,11.8,36,49.3,7.7,
236,何咯,2012-06-27,23.9,19.8,30.2,,,,6.8,4,90,13.7,36,54,6.4,
236,何咯,2012-06-28,23.7,17.8,29.3,,,,5.9,3.6,20,14.9,38,59.6,3.1,
236,何咯,2012-06-29,24.4,21.2,29.8,,1,1.5,6.7,4,140,17.6,41,67.8,1.3,
236,何咯,2012-06-30,22.7,20.6,24.9,,3,9.5,11.7,7.5,230,19.8,80,84.3,0,
236,何咯,2012-07-01,22.8,19.5,27.6,,,,6.1,3.7,230,17.5,49,73.3,5.1,
236,何咯,2012-07-02,23.3,18.9,28.6,,,,8.9,3.4,250,17.2,43,70.3,4.9,
236,何咯,2012-07-03,24.4,20.9,28.7,,,,7.6,4.8,230,18.9,53,72.8,3.4,
236,何咯,2012-07-04,24.1,22.5,27.6,,.1,.1,6.2,4,250,20.2,64,79.3,.5,
236,何咯,2012-07-05,23.3,22.5,23.9,,.5,2,8.6,5.3,140,20.6,79,85.3,0,
236,何咯,2012-07-06,23.5,20.6,25.7,,11,36,8.6,4.9,200,20.6,74,84.4,0,
236,何咯,2012-07-07,23.9,19.6,29.8,,.1,.1,6.9,3.3,320,17,40,68,11.6,
236,何咯,2012-07-08,23.9,19.2,29.7,,,,6.1,3.7,230,18.4,51,73,7.3,
236,何咯,2012-07-09,25.1,19.3,31.8,,,,5.1,2.5,250,18.7,37,69.9,6.9,
236,何咯,2012-07-10,23.4,20.2,28.2,,2.5,6.5,7,3.9,90,19.2,51,78.6,0,
236,何咯,2012-07-11,24,20.5,27.8,,3.5,6.5,6.9,4.3,230,21,68,83.8,1.6,
236,何咯,2012-07-12,23.8,19.3,27.4,,4,10,4.4,2.8,140,19.4,61,77.5,.4,
236,何咯,2012-07-13,24.6,21.1,27.9,,8.5,21,6.7,3.9,140,21,63,80.9,1.7,
236,何咯,2012-07-14,24.8,21.9,28.3,,3,7,6.7,3.1,140,21.3,67,81.6,0,
236,何咯,2012-07-15,22.9,21.1,26.1,,9.5,34,8.2,5.1,230,19.8,73,83.4,.3,
236,何咯,2012-07-16,23.6,20,27.9,,,,3.4,2,140,18.3,54,73.3,1.6,
236,何咯,2012-07-17,23.4,22.2,25,,1,2.5,5.5,3.1,360,20.6,75,85,0,
236,何咯,2012-07-18,26.3,22.2,30.6,,1.5,2.5,6.7,3.8,50,21.6,58,76.6,1.8,
236,何咯,2012-07-19,24.5,23,26.9,,5.5,25,15.1,8.3,230,21.1,70,81.9,1,
236,何咯,2012-07-20,25.5,22.5,30.3,,,,4.2,2.5,250,20.8,56,76.5,4.3,
236,何咯,2012-07-21,26.6,21.9,32.1,,,,4.7,2.3,140,20.5,42,71.9,9.6,
236,何咯,2012-07-22,27.5,24.2,31.6,,.5,.5,9.2,4.5,180,22.1,54,73.9,5.8,
236,何咯,2012-07-23,27,24.3,31.4,,,,7.1,4.9,230,21.8,53,74.3,3.7,
236,何咯,2012-07-24,27.5,22.7,33.5,,,,5.3,3.1,230,20.3,40,68.1,11.3,
236,何咯,2012-07-25,27.1,22.5,32.5,,,,6.1,3.3,250,21.1,48,71.6,8.9,
236,何咯,2012-07-26,26.8,21.9,32.6,,,,6.2,4.1,230,20.3,41,70.3,9.9,
236,何咯,2012-07-27,26.9,21.6,32.8,,,,5.9,3.5,230,20.3,43,69.9,11.5,
236,何咯,2012-07-28,27.1,22.2,33.4,,,,5.4,3.2,250,21.4,44,73.6,7.7,
236,何咯,2012-07-29,28.1,24,32.5,,,,8.1,5,250,22.1,48,71.4,8.8,
236,何咯,2012-07-30,28.2,23.9,32.9,,,,7.6,4.2,200,21.9,48,70.1,9.1,
236,何咯,2012-07-31,28.7,24.1,34.6,,,,5.7,3.9,340,21.8,42,68.6,9.8,
236,何咯,2012-08-01,30.7,24.4,36.7,,,,7.5,3.8,50,20,33,56.1,11.7,
236,何咯,2012-08-02,29.9,25.6,34.6,,,,7.5,4.6,70,20.3,43,57.5,8.5,
236,何咯,2012-08-03,30.3,25.2,36.5,,,,6.5,4.4,20,19.9,33,56.3,11.5,
236,何咯,2012-08-04,29.7,24.3,35.9,,,,5.7,3,360,20.7,38,60.9,11.4,
236,何咯,2012-08-05,30.1,24.2,36.5,,,,6.7,3.2,20,20.2,35,57.9,12.6,
236,何咯,2012-08-06,30.7,24.8,37.3,,,,5.6,3.1,70,20.6,30,58.8,12.5,
236,何咯,2012-08-07,29.6,24.9,35.1,,,,6.6,3.5,20,20.2,38,59.8,11.1,
236,何咯,2012-08-08,28,23.4,33.3,,,,5.5,2.9,20,18.6,39,58,10.4,
236,何咯,2012-08-09,26.3,23.4,31.1,,1,3.8,3.3,2,20,21.8,55,77.3,1.8,
236,何咯,2012-08-10,23.7,22.1,25.9,,4.5,13.5,7.4,5.1,360,21.5,81,88,0,
236,何咯,2012-08-11,26.8,22.6,32.1,,,,5.4,2.4,180,21.1,50,73.1,5.5,
236,何咯,2012-08-12,26.3,24.4,30.8,,10,23,7.6,4.8,140,23,62,82.5,.8,
236,何咯,2012-08-13,25.7,23.7,28.8,,7,22,9.7,5.2,110,23.1,69,86.1,.5,
236,何咯,2012-08-14,26.5,22.2,31.3,,1.5,2,6.4,3.5,20,21.6,56,75.8,2.3,
236,何咯,2012-08-15,26.1,23.2,28.9,,9,34,13.2,6.9,180,22.1,66,79.1,.3,
236,何咯,2012-08-16,24.5,23.2,26.6,,2.5,5,4.2,2.4,140,22.6,81,90,0,
236,何咯,2012-08-17,27.3,22.8,32.6,,,,6.2,4.1,230,22.5,53,76.8,8.1,
236,何咯,2012-08-18,27,24.2,31.4,,5.5,5.7,7.4,4.5,230,23.4,61,81.1,2.5,
236,何咯,2012-08-19,28.2,25.1,31.5,,,,8.7,4.5,140,23.2,59,75.3,3.3,
236,何咯,2012-08-20,26.1,25,27.5,,1,4,6.6,3.7,160,23.5,73,86,0,
236,何咯,2012-08-21,26,23.9,31.8,,6,10.5,11,5.8,270,22.8,58,84,3.4,
236,何咯,2012-08-22,22,20.7,24.5,,8,17,7,3.5,340,20.2,83,89.8,0,
236,何咯,2012-08-23,22.8,20.5,27,,.5,6.5,6.9,3.8,20,19.3,66,81.1,.3,
236,何咯,2012-08-24,22,20,23.7,,6,22.5,8.7,4.1,20,19.9,81,88.1,0,
236,何咯,2012-08-25,26.1,21.7,31.3,,.1,.1,5.1,3.1,140,21.4,51,77,4.5,
236,何咯,2012-08-26,27.9,23.7,33.4,,.1,.1,6.5,2.9,50,21.2,46,69.1,10.2,
236,何咯,2012-08-27,27.5,23.1,31.3,,,,11.8,5.3,70,19.6,52,62.9,4,
236,何咯,2012-08-28,25.7,22.1,30,,2,4.5,23,14.7,70,19.6,50,70,0,
236,何咯,2012-08-29,25.8,23.5,29.5,,.1,.3,11.6,6.6,230,21,56,75.5,5.4,
236,何咯,2012-08-30,20.9,19.6,23.7,,7.5,28.5,14.6,7.5,340,17.8,70,82.8,0,
236,何咯,2012-08-31,22.5,16.2,28.8,,,,6.9,4.3,290,15.7,39,68.3,11.2,
236,何咯,2012-09-01,23,18.2,28.4,,,,6.1,3.7,230,18.4,52,77,4.5,
236,何咯,2012-09-02,23.6,20.4,28.3,,,,4.7,3.3,250,19.3,53,78.1,5.3,
236,何咯,2012-09-03,24.9,20.5,30.8,,,,6.5,2,180,18.6,40,70.4,8,
236,何咯,2012-09-04,22,19.2,24.8,,7.5,14,8.7,4.3,110,19.5,75,86,.2,
236,何咯,2012-09-05,21.8,15.3,26.9,,.5,2,7,4.4,230,16.1,42,73.3,8.7,
236,何咯,2012-09-06,19.7,13.8,27.3,,,,5.1,2.9,20,12.6,32,69,9.7,
236,何咯,2012-09-07,21.7,14.8,28,,6,17.5,9.1,4.8,20,15.7,44,71.5,6.2,
236,何咯,2012-09-08,21.7,18.8,25.6,,2,6,10,5.9,270,15.8,46,70.9,5.8,
236,何咯,2012-09-09,19.6,18,21.9,,.5,.5,3.9,2.4,20,16.1,62,81.1,0,
236,何咯,2012-09-10,21.6,16.7,27.9,,,,6.1,3.1,70,15.9,39,73,8.4,
236,何咯,2012-09-11,21.5,16.7,28,,,,5,2.6,50,15.5,44,71.3,8.4,
236,何咯,2012-09-12,21.3,17.6,26.2,,,,3.2,1.8,180,17,53,77.8,.7,
236,何咯,2012-09-13,19.9,19.1,21.1,,1,3,5.2,2.4,110,17.9,84,88.4,0,
236,何咯,2012-09-14,19,16.4,22.5,,1,1.5,4.8,2.8,360,14.2,46,75.3,0,
236,何咯,2012-09-15,19.6,15.6,24,,,,6,2.9,20,14.5,56,74,1.9,
236,何咯,2012-09-16,18.4,17.7,19.5,,1.5,5.5,7.6,3.3,50,14.5,68,78.4,0,
236,何咯,2012-09-17,18.2,16.8,20,,7,17,16.7,7.5,340,15.1,65,82.8,0,
236,何咯,2012-09-18,20.5,16.9,24.5,,,,7.4,4.9,110,15.7,46,76.1,7.1,
236,何咯,2012-09-19,18.8,14.2,24.2,,,,9.8,5.6,230,13.9,45,75.6,8.9,
236,何咯,2012-09-20,18.8,13.6,25.5,,,,5,2.8,250,13.8,38,76.3,5,
236,何咯,2012-09-21,17.4,12.9,25.2,,,,5.7,3.5,230,12.2,30,75.8,5.7,
