瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),碍荐 拌加矫埃(hr),10盒 弥促 碍荐樊(mm),1矫埃 弥促碍荐樊(mm),弥措 鉴埃 浅加(m/s),弥措 浅加(m/s),弥促浅氢(16规困),乞闭 捞浇痢柯档(∑C),弥家 惑措嚼档(%),乞闭 惑措嚼档(%),钦拌 老炼矫埃(hr),1矫埃 弥促老荤樊(MJ/m2)
236,何咯,2004-08-08,27.4,22.7,33.2,,,,5.8,3.9,290,23,52,77.4,9.7,
236,何咯,2004-08-09,27.6,24.2,33.2,,,,5,2.7,250,23.8,48,79.5,8.7,
236,何咯,2004-08-10,27.1,22.7,35.7,,4,6,20.2,9.8,20,23.1,42,80.1,9.5,
236,何咯,2004-08-11,27.8,22.6,34,,,,4.3,2.3,20,23.1,46,76,12.1,
236,何咯,2004-08-12,28,22.2,34.5,,,,5.4,3.2,270,22.8,47,74.6,11.1,
236,何咯,2004-08-13,28.2,22.6,34.2,,,,4.6,2.5,360,23.2,49,75.1,9.5,
236,何咯,2004-08-14,28.2,25.2,34,,,,7.8,5,360,23.2,48,74.9,8,
236,何咯,2004-08-15,26.4,23.6,30.7,,,,5.4,2.7,160,21.7,49,75.1,6.7,
236,何咯,2004-08-16,24,22.5,26,,5,14.5,6.1,3.4,20,22.3,76,88.9,.2,
236,何咯,2004-08-17,27.1,22.7,32.4,,1.5,1.5,7.9,5.1,160,24.1,61,83.1,8.3,
236,何咯,2004-08-18,23.6,21.7,25.7,,4.5,16.5,10.8,5.2,90,22.9,91,93.9,0,
236,何咯,2004-08-19,23,21.2,26.2,,2.5,7.5,10.6,4.3,360,20.6,66,85.8,3.7,
236,何咯,2004-08-20,23.5,20.6,28.3,,,,5.5,3.1,20,20.2,60,81.4,7.2,
236,何咯,2004-08-21,23.7,20.5,28,,0,0,5,3.1,70,20.6,66,82.1,5.9,
236,何咯,2004-08-22,21.9,20.3,24,,1,3,7.1,3.3,50,20,75,88.3,1.4,
236,何咯,2004-08-23,22.3,19.5,26.5,,.5,1.5,6.8,3.2,50,19.4,66,82.8,8.2,
236,何咯,2004-08-24,24.7,20.5,30.1,,,,5,3.1,20,20.1,50,76.3,11,
236,何咯,2004-08-25,24.4,20.7,30.3,,.5,1,4.8,2.6,20,21.5,59,83.8,7,
236,何咯,2004-08-26,22.9,21.6,25.3,,1.5,5.5,5.5,3.2,50,21.2,75,89,1.4,
236,何咯,2004-08-27,24.8,20.8,30,,,,6.3,3.7,20,19.4,51,72.9,9.7,
236,何咯,2004-08-28,24.6,19.6,30.6,,,,7.1,3.4,20,17.8,46,66.3,11.8,
236,何咯,2004-08-29,26,20.2,32.4,,,,5.8,3.5,20,19.6,48,67.5,11.4,
236,何咯,2004-08-30,25.6,20.8,31,,,,9.6,4.2,360,20.5,57,72.6,8.4,
236,何咯,2004-08-31,22.9,15.8,28.8,,,,7.5,4.8,140,19.5,56,81.3,9.8,
236,何咯,2004-09-01,23.6,16.2,30.2,,,,7.1,4.3,140,17.5,25,72.5,8.8,
236,何咯,2004-09-02,21,14.5,31,,,,7,4.1,140,15.2,27,72.4,10.3,
236,何咯,2004-09-03,21.5,13.8,30.2,,,,3.9,2.8,230,15.7,30,72.6,11.1,
236,何咯,2004-09-04,23.7,17.2,31.5,,,,6.8,3.5,20,16.9,30,68.5,8.9,
236,何咯,2004-09-05,24.6,18.2,30.8,,0,0,7.3,4.3,20,17,34,64.3,8.5,
236,何咯,2004-09-06,23.4,19,28.7,,3.5,8.5,10,4.6,50,18.4,53,74,8.7,
236,何咯,2004-09-07,21.1,18.6,22.7,,3,6,10.5,4.8,340,18.3,74,83,.5,
236,何咯,2004-09-08,21.2,16.2,27.8,,,,5.3,3.1,320,16.6,42,76.6,10.2,
236,何咯,2004-09-09,20.8,16.6,28.3,,,,3.9,2,140,16.3,31,78.1,8.2,
236,何咯,2004-09-10,20.6,14.3,25.3,,0,0,6,3,20,16.2,55,75.6,5.6,
236,何咯,2004-09-11,18.5,17.7,20.2,,2,8.5,10.8,5.5,20,17.3,80,91.1,0,
236,何咯,2004-09-12,23,19.2,25.6,,2.5,5,11.3,5.9,90,20.6,74,85.3,.9,
236,何咯,2004-09-13,21.7,17.3,25.8,,5,15.5,6.5,4,230,19.8,63,88,4.9,
236,何咯,2004-09-14,22.2,17.1,30.6,,3.5,5,6.5,4,20,19.5,56,84.9,6.4,
236,何咯,2004-09-15,24.7,19.7,30.2,,,,7.5,4.7,90,19.9,55,74.1,7.8,
236,何咯,2004-09-16,23.3,19.8,28.8,,10,29.5,6.8,3.6,90,20.1,59,82.3,8.2,
236,何咯,2004-09-17,23.6,20.1,28.8,,.5,.5,7.5,4.3,90,21,65,84.8,5.2,
236,何咯,2004-09-18,21.8,17.2,26.5,,3,7.5,7.5,4.5,290,20.2,64,89.3,4.5,
236,何咯,2004-09-19,19.1,13.8,26.3,,,,4.6,3.1,250,15.3,31,81.3,9.3,
236,何咯,2004-09-20,16,13.6,18.6,,2,9.5,13,4.4,360,15.2,78,94,0,
236,何咯,2004-09-21,16.2,12.1,23,,,,8,4.9,290,13.3,46,84.5,8,
236,何咯,2004-09-22,16.8,10.6,25.1,,,,6,3.5,360,13.4,39,82.4,7.4,
236,何咯,2004-09-23,19.4,14.8,26.2,,,,5.6,3.2,360,16,49,81.4,6.9,
236,何咯,2004-09-24,20.1,14.8,27.5,,,,6,3.3,20,15.1,33,75.4,10.8,
236,何咯,2004-09-25,19.8,14.6,25.5,,,,7.3,4.3,20,14.8,47,73.9,9.1,
236,何咯,2004-09-26,18.6,16.7,21.2,,.5,.5,7,3.6,20,15.8,69,83.3,.3,
236,何咯,2004-09-27,20.2,14.1,27.5,,,,5,2.7,360,15.9,44,78,10.4,
236,何咯,2004-09-28,20.2,14.8,26.2,,,,8,3.5,20,16.2,56,77.9,5.6,
236,何咯,2004-09-29,20.9,15.1,27.7,,,,8,3.8,70,14.4,38,68,10.6,
236,何咯,2004-09-30,19.9,12.1,29.2,,,,5.5,3.1,90,14.8,24,76.8,9,
236,何咯,2004-10-01,17.5,13.1,23.2,,.5,.5,10.1,5.1,340,14.3,62,80.8,3.4,
236,何咯,2004-10-02,11.9,6.1,18.6,,,,9.3,5,340,4.4,27,64.8,10.8,
236,何咯,2004-10-03,12,3.9,20.5,,,,5.6,3,20,4.7,28,66.6,10.5,
236,何咯,2004-10-04,14.5,7.3,22.7,,,,8.1,4.6,20,8.4,35,68.4,8.8,
236,何咯,2004-10-05,14.9,8.3,23.6,,,,7,3.4,70,7.8,22,67.3,10.9,
236,何咯,2004-10-06,15,6.4,25.2,,,,4.4,2.4,110,10.9,34,79.4,9.2,
236,何咯,2004-10-07,16.3,10.5,23,,,,3.9,1.9,140,12.7,45,80.8,4.7,
236,何咯,2004-10-08,17.9,12.1,26.1,,,,6.5,3.2,50,12.8,39,74.8,9.5,
236,何咯,2004-10-09,17.3,10.6,24.3,,,,7.1,3.7,70,11.6,41,72,9.3,
236,何咯,2004-10-10,17.2,11.1,25.7,,,,7.3,3.5,20,11.3,34,72,10.2,
236,何咯,2004-10-11,16,8.8,25,,,,4.6,3,200,11.7,31,79.5,8.2,
236,何咯,2004-10-12,15.1,6.5,21.2,,,,10.8,5.8,320,6.7,18,65.5,9.1,
236,何咯,2004-10-13,12,3,21,,0,0,9.6,6.1,290,6.1,29,71.3,9.6,
236,何咯,2004-10-14,10.5,4.1,16.7,,,,10.5,5,360,.7,23,55.3,10.5,
236,何咯,2004-10-15,11.4,2.5,21.7,,,,5.3,3.4,160,7,40,77.3,10.4,
236,何咯,2004-10-16,15.2,6.3,23.8,,,,7.6,3.9,70,8.9,37,69.8,9.3,
236,何咯,2004-10-17,16.1,10.8,22,,,,8.3,4.3,20,7.2,33,56.1,8.8,
236,何咯,2004-10-18,15.4,11.5,21.1,,,,5.5,3.4,20,11.1,53,75.5,2,
236,何咯,2004-10-19,16.3,8.3,23.8,,,,7.6,4.1,70,10.9,34,72.8,8.6,
236,何咯,2004-10-20,17.3,11.3,24.6,,,,8.5,4,360,10.1,38,64.1,7.9,
236,何咯,2004-10-21,15,6.5,23.7,,,,8.6,5.2,160,9.6,32,72.6,9.4,
236,何咯,2004-10-22,12.5,5.1,18.8,,,,11.3,5,340,1.4,16,53.3,10,
236,何咯,2004-10-23,9.3,2,18.7,,,,5.6,3.3,20,.4,16,63.3,9.5,
236,何咯,2004-10-24,12.5,3.7,21.6,,,,5,3,200,6.4,33,69.4,8.6,
236,何咯,2004-10-25,13.2,5.4,20.3,,,,6,2.8,360,7.6,40,71.8,5.6,
236,何咯,2004-10-26,12,4,18.2,,,,10.6,5.1,340,.8,11,53.5,8.7,
236,何咯,2004-10-27,7.6,-.1,17.8,,,,6,3.2,290,1,31,66.8,9.6,
236,何咯,2004-10-28,9.5,2,19.7,,,,5.6,3.1,270,5.6,44,79.3,6.8,
236,何咯,2004-10-29,12.9,6.5,21.3,,,,6.4,3.1,270,8.5,42,76.9,8.3,
236,何咯,2004-10-30,14.4,8.8,24,,,,5.4,3,20,9,27,73.8,8.9,
236,何咯,2004-10-31,13.3,5.6,24.3,,,,5.4,2.7,200,8,24,76.4,8.7,
236,何咯,2004-11-01,12.7,7.3,16.7,,,,5,3.3,230,11.7,71,93.6,1.2,
236,何咯,2004-11-02,11.1,8.6,16.1,,,,9.5,5.7,290,9.5,58,90.1,3.1,
236,何咯,2004-11-03,10.7,6,16.5,,,,6.5,3.2,180,8.3,56,85.4,2.9,
236,何咯,2004-11-04,11,6.1,18.6,,,,4,2.5,160,7.8,43,83,8.8,
236,何咯,2004-11-05,10.5,5.1,17.2,,,,3,1.8,360,9,54,90.6,2.7,
236,何咯,2004-11-06,9.5,2.5,16.5,,,,6.8,4,320,.5,17,57.8,9.5,
236,何咯,2004-11-07,8.8,.6,20,,,,4,2.8,290,3.2,31,72.1,9.2,
236,何咯,2004-11-08,10.2,3,20.7,,,,3.5,2.2,230,7.1,39,84,6.7,
236,何咯,2004-11-09,12.9,5.9,24.2,,,,7.3,2.7,20,8.5,33,78.9,7.4,
236,何咯,2004-11-10,13.3,8,16.7,,,,5.8,3.6,90,12.6,67,94.5,0,
236,何咯,2004-11-11,13.1,7,15.8,,,,6.1,4.1,290,12.1,79,93.3,0,
236,何咯,2004-11-12,6.4,-.1,10.5,,,,11.1,5.3,340,-1,31,62.1,9,
236,何咯,2004-11-13,2.6,-2.5,6,,,,6,3.2,20,-1.4,48,76.1,1.1,
236,何咯,2004-11-14,6.9,2,15.5,,,,6.5,3.3,20,1,35,68.4,7.1,
236,何咯,2004-11-15,5.1,-.6,10.3,,,,10.3,6.2,320,-2.3,26,63.4,9,
236,何咯,2004-11-16,6,-1,14.6,,,,3.9,2.5,160,1.3,39,73.8,6.8,
236,何咯,2004-11-17,6.6,0,16,,,,2.7,1.4,180,3.7,48,83.6,4.7,
236,何咯,2004-11-18,8.2,2.9,17.3,,,,4.1,2.2,230,5.1,44,83.3,7.2,
236,何咯,2004-11-19,6.6,1.7,15.8,,,,4,2.3,140,4.2,51,86,4.9,
236,何咯,2004-11-20,6.9,1.7,15,,,,10.1,5.7,340,2.7,28,77.9,5.3,
236,何咯,2004-11-21,4.6,-1.6,14,,,,3.9,2.2,250,1,42,80.3,8.7,
236,何咯,2004-11-22,4.6,-1.2,14.6,,,,4.3,2.7,160,1.7,45,83.9,6.2,
236,何咯,2004-11-23,5.1,-.3,15.8,,,,2.7,1.8,140,1.8,31,83,5.3,
236,何咯,2004-11-24,7.2,.3,16.7,,,,6.5,3.4,360,2.7,36,76,3.9,
236,何咯,2004-11-25,8.3,1.5,17.8,,,,6,3.6,20,4.6,38,80,6.9,
236,何咯,2004-11-26,6.7,4.5,9.1,,,,15.6,10.4,290,3.4,53,79.3,1.1,
236,何咯,2004-11-27,6,.6,13.1,,,,7.5,4.9,270,1.9,37,80,6.2,
236,何咯,2004-11-28,4.6,-1.6,13.1,,,,3.5,2.7,230,1.5,44,82.3,6.5,
236,何咯,2004-11-29,3.9,-1.3,12.8,,,,5.5,3,20,-.7,33,75.6,7.2,
236,何咯,2004-11-30,2.9,-2.2,9.8,,,,3,1.9,230,-.1,50,83,3.6,
236,何咯,2004-12-01,2.9,-2.9,11.3,,,,6.8,3.6,200,-.3,46,81.1,4.2,
236,何咯,2004-12-02,6.2,-1.2,17.1,,,,6,3.7,20,.7,24,72,8.6,
236,何咯,2004-12-03,8.3,-.5,18.2,,,,4.3,2.2,20,4.3,37,79.4,8.7,
236,何咯,2004-12-04,10,8.6,12,,,,13.3,6.9,320,9.5,79,95.5,0,
236,何咯,2004-12-05,4.4,-1.5,8.6,,,,12,6.6,320,-1.1,47,67.4,6.7,
236,何咯,2004-12-06,3.4,-3.7,9.6,,,,7,4.3,160,.8,52,84.5,6.8,
236,何咯,2004-12-07,3.7,-1.2,10.3,,,,6.5,4.6,340,-.9,26,76.8,8.2,
236,何咯,2004-12-08,3.3,-2,12.3,,,,3.7,2.3,140,.7,49,84.3,6,
236,何咯,2004-12-09,4.1,-1.3,14.3,,,,5.5,4.1,290,1.4,43,85,6.2,
236,何咯,2004-12-10,4.7,-1.8,13.8,,,,7.6,4.2,320,-.1,21,75.6,6.1,
236,何咯,2004-12-11,2.9,-3.7,11.6,,,,6.5,3.7,20,-6.2,20,57.9,7.9,
236,何咯,2004-12-12,5.1,.5,13.8,,,,8.8,4.4,340,-.3,26,69.9,5.2,
236,何咯,2004-12-13,1.6,-3.7,10.3,,,,4.9,2.8,320,-3.3,25,74.8,8.5,
236,何咯,2004-12-14,2.8,-4.3,12.5,,,,3.9,1.8,200,-3.5,21,67.1,7.7,
236,何咯,2004-12-15,8.4,2.2,15.3,,,,4.5,2.7,340,4.8,46,79.4,2.7,
236,何咯,2004-12-16,5.7,-.6,11.8,,,,7,3.5,360,.5,29,71.4,8.3,
236,何咯,2004-12-17,3.3,-2.5,11.3,,,,3.9,2.2,20,-.8,40,76.9,6,
236,何咯,2004-12-18,4.4,-.3,10.6,,,,5.5,3.7,340,.3,50,75.3,4,
236,何咯,2004-12-19,4.4,-2.5,11.6,,,,4.1,2,270,1.5,45,83.3,4.2,
236,何咯,2004-12-20,.6,-4.4,7,,,,9.3,5,340,-5.8,37,64.3,8.2,
236,何咯,2004-12-21,-1.4,-5.8,4.6,,,,5,2.7,20,-9.9,29,56.9,6.2,
236,何咯,2004-12-22,-.2,-3.2,4.8,,,,6,3.3,360,-10.7,25,47.5,4.7,
236,何咯,2004-12-23,-3.1,-7.6,2.7,,,,5,2.5,360,-9.5,32,64.8,8.2,
236,何咯,2004-12-24,-1.6,-6.5,2.2,,,,4.5,3.2,140,-7.4,47,66.6,2.4,
236,何咯,2004-12-25,1.2,-3,5.3,,,,8.8,5.1,320,-4.2,50,67.1,4,
236,何咯,2004-12-26,-.1,-4.6,5.4,,,,7,4.9,340,-6.8,35,63.6,7.4,
236,何咯,2004-12-27,-2.3,-6.8,4.3,,,,6,3.6,340,-9.5,23,65,8,
236,何咯,2004-12-28,-3.4,-8.3,.6,,,,5.5,3.1,20,-9.8,30,65.5,6.2,
236,何咯,2004-12-29,-3.6,-7.6,1.7,3.17,,,7,4,320,-10.7,31,63.3,8.4,
236,何咯,2004-12-30,-2.7,-8.3,2.5,.75,,,5.5,3,20,-8.6,45,67.4,4.7,
236,何咯,2004-12-31,-1.7,-5.5,2.2,,,,9.3,5.9,340,-8.9,38,60.5,6.5,
236,何咯,2005-01-01,-2.8,-9.3,3.7,,,,7.8,4,340,-9.6,29,65.1,8.1,
236,何咯,2005-01-02,1.6,-3.9,6.9,,,,7.8,4.8,200,-4,40,67.3,5.2,
236,何咯,2005-01-03,3.9,-.6,9.6,,,,12.1,7.2,250,-1.2,49,69.3,3.2,
236,何咯,2005-01-04,-2.2,-7.6,2.2,,,,10.1,5.2,320,-13.3,21,45.4,8.7,
236,何咯,2005-01-05,-4,-10.8,3,,,,4.3,2.6,320,-12.9,16,58.1,7.4,
236,何咯,2005-01-06,.5,-5.9,6.5,,,,7.8,5.3,290,-5.2,37,67.8,6.6,
236,何咯,2005-01-07,-.2,-6.5,3.5,,,,8.5,5.3,320,-9.1,25,54.8,8.7,
236,何咯,2005-01-08,-3.2,-9.3,3,1.67,,,10.6,5.3,320,-9.3,40,68,6.3,
236,何咯,2005-01-09,-6,-11.1,.3,,,,8.3,5.4,340,-14.4,20,59.1,8.8,
236,何咯,2005-01-10,-4.2,-10.6,1.2,4.25,,,6.5,3.9,110,-8,46,79.5,5.3,
236,何咯,2005-01-11,-3.4,-10.1,.5,,,,9.1,6,320,-8.1,48,74.3,7.7,
236,何咯,2005-01-12,-2.6,-8.8,1.7,,,,9.1,5.6,320,-9.4,35,63.4,8.8,
236,何咯,2005-01-13,-2.6,-7.1,1.8,,,,7.6,4.1,320,-9,35,65.1,6.2,
236,何咯,2005-01-14,-2.8,-9,3,,,,5.5,3.4,360,-8.3,46,70.3,5.4,
236,何咯,2005-01-15,-2.5,-9,3.9,,,,5,2.9,360,-8.1,41,69.6,5.7,
236,何咯,2005-01-16,-.9,-5.9,6.1,,,,8.8,4.3,340,-6.1,42,70.3,6.9,
236,何咯,2005-01-17,-1.4,-7.9,7.6,,,,4.5,2.8,140,-5.7,41,77,8.4,
236,何咯,2005-01-18,0,-6.3,6.5,,,,6.5,4.1,230,-2.3,54,86.3,2.6,
236,何咯,2005-01-19,-.6,-3.2,2.9,1.33,,,7.5,5.1,340,-7.3,39,62.4,5.8,
236,何咯,2005-01-20,-2.5,-6,1.7,2.5,,,12.3,7.2,320,-10,31,60.6,7.7,
236,何咯,2005-01-21,-4.1,-10.5,3.4,,,,6,3,20,-11.4,23,63.4,9,
236,何咯,2005-01-22,-1.1,-8.5,4.9,,,,7,3.5,20,-12.7,15,48,6,
236,何咯,2005-01-23,3.5,-.3,10.6,,,,5.1,3.4,20,-8,18,45.5,8.3,
236,何咯,2005-01-24,.3,-3.2,6.5,,,,4.9,3.5,290,-3.5,56,76.9,1,
236,何咯,2005-01-25,-.4,-4.4,2.5,1.25,,,5.1,3,50,-2.6,69,85.8,0,
236,何咯,2005-01-26,1.2,-1.8,6.9,1.5,,,5.3,3.3,140,-1.3,56,84.4,4.8,
236,何咯,2005-01-27,1.1,-3.7,8.6,,,,6,3.6,20,-5.3,26,68.3,7,
236,何咯,2005-01-28,.6,-6.6,11.1,,,,4,2.5,200,-7.3,19,63.3,8.8,
236,何咯,2005-01-29,-1.7,-5.1,2.4,4.17,,,9.1,5.2,320,-6.2,47,73.8,1.1,
236,何咯,2005-01-30,-3.4,-6.1,-.2,,,,9.3,5.4,340,-13.2,26,50,8,
236,何咯,2005-01-31,-4.4,-9.8,1.7,7.33,,,10.6,5.2,340,-10.3,32,68.9,7.3,
236,何咯,2005-02-01,-6.7,-9.6,-3.5,,,,13.3,8.5,340,-14.4,43,57.6,8.8,
236,何咯,2005-02-02,-3.5,-9.8,.8,2.67,,,11,6.7,340,-9.4,43,66.8,7.6,
236,何咯,2005-02-03,-1.8,-5.3,3.5,.67,,,7.9,3.7,20,-7.6,34,67.1,7.9,
236,何咯,2005-02-04,-.4,-5.8,6.6,,,,5.8,3.6,360,-9.7,24,54.9,9.2,
236,何咯,2005-02-05,-.1,-4.5,6,,,,6.5,4.1,340,-9.9,19,53.4,8.3,
236,何咯,2005-02-06,-.1,-7,8.6,,,,7,3.6,50,-11.1,13,51,8.2,
236,何咯,2005-02-07,1.9,-3.4,5.5,4.25,,,5.6,2.6,290,-1.4,51,78.4,.3,
236,何咯,2005-02-08,1.7,-3,7.3,4.82,,,4.5,2.6,160,-1.1,53,82.9,7.2,
236,何咯,2005-02-09,-.8,-4.5,2.2,,,,6.6,3.7,320,-5.1,54,75,.3,
236,何咯,2005-02-10,-2.8,-6.5,1.8,,,,10.1,5,320,-14.4,19,44,8.9,
236,何咯,2005-02-11,-4.7,-10.5,2.2,,,,8.1,4.3,340,-14.4,22,52.9,9.3,
236,何咯,2005-02-12,-3.9,-9.1,3.5,,,,4.8,2.4,340,-14.3,17,51.6,7.3,
236,何咯,2005-02-13,-2.6,-10.1,5.9,,,,9.1,5.4,290,-9,32,66.1,9.1,
236,何咯,2005-02-14,1.3,-5.5,6.8,,,,7.5,4.8,20,-8.1,28,53.8,3,
236,何咯,2005-02-15,6.1,2.9,11.5,,,,11.1,6.1,20,-3.1,31,54.9,.3,
236,何咯,2005-02-16,4.7,3.7,6.4,,,,11.8,6.2,20,4,84,93.8,0,
236,何咯,2005-02-17,6.8,2.2,12.1,,,,8.1,5,20,.7,44,65.3,7.3,
236,何咯,2005-02-18,4.2,.6,7,,,,9.8,5.1,90,-.8,51,69.6,3.8,
236,何咯,2005-02-19,-.7,-4.8,2.2,1.5,,,12.1,6.4,340,-8.1,28,61.3,6.2,
236,何咯,2005-02-20,-4.6,-8.6,-.5,7,,,8.1,4.6,340,-12.7,37,56.1,7.3,
236,何咯,2005-02-21,-4.3,-10,1.1,1.5,,,8.3,4.7,50,-12.5,24,60.3,10.1,
236,何咯,2005-02-22,1.3,-7,7.6,,,,17.7,10.4,290,-3.9,48,69.4,3.3,
236,何咯,2005-02-23,.7,-3.2,6,,,,8.1,4.7,340,-9.5,23,49.9,8.6,
236,何咯,2005-02-24,.2,-3.2,7.5,,,,7,4.1,360,-13.4,13,38.4,6.7,
236,何咯,2005-02-25,-1.4,-4.6,3,,,,11.3,7,340,-14.8,17,38.5,9.7,
236,何咯,2005-02-26,-3.5,-9,2.2,,,,10.8,5.6,340,-14.7,17,48.6,10.4,
236,何咯,2005-02-27,-2.3,-9,5.5,,,,7.5,3.9,340,-10.5,22,61,8.8,
236,何咯,2005-02-28,.4,-5.8,8.6,,,,9.5,5.1,320,-8.3,19,58.9,9.5,
236,何咯,2005-03-01,.2,-7.1,8.1,,,,5.5,3.2,90,-7.9,18,60.8,9.9,
236,何咯,2005-03-02,.6,-3.9,6.1,1.5,,,6.8,3.6,360,-4.3,43,70.8,4.4,
236,何咯,2005-03-03,-1.3,-6.6,5.1,,,,9.3,5.3,320,-10.1,20,57.6,9.4,
236,何咯,2005-03-04,-1,-7.5,6.4,,,,8.1,3.9,290,-10.7,18,56.4,9.8,
236,何咯,2005-03-05,-2.2,-7.5,4.1,.83,,,9.3,6.3,290,-9,32,64,9.1,
236,何咯,2005-03-06,-.7,-7.9,8.5,,,,8,5.4,230,-7.5,27,65.9,10.5,
236,何咯,2005-03-07,4.3,-4.8,11.8,,,,11.5,7.2,290,-.3,44,73.5,9.7,
236,何咯,2005-03-08,6.6,-.1,13.5,,,,7,4.6,230,1.6,43,71.1,5.8,
236,何咯,2005-03-09,8.8,-2,17,,,,8.1,4.9,230,1.8,33,61.3,7.2,
236,何咯,2005-03-10,11.2,5.8,16.3,,,,9.8,5.4,160,7.7,59,78.6,2.3,
236,何咯,2005-03-11,2.4,-2.2,8.8,,,,11.8,6.6,320,-3.5,44,66.3,6.7,
236,何咯,2005-03-12,-1.7,-4.4,2.2,,,,11.8,6.4,340,-13.2,29,42,10.5,
236,何咯,2005-03-13,-1.4,-8.3,4.8,,,,14.3,7.9,320,-11.1,19,52.4,10.2,
236,何咯,2005-03-14,2.1,-6,10.5,,,,9.1,5.9,290,-7.4,15,56.6,10.7,
236,何咯,2005-03-15,2.7,-1.6,7.4,,,,5.5,3.2,180,.1,51,82.8,2.8,
236,何咯,2005-03-16,7.8,1.7,14.8,,,,4.4,2.8,20,1.8,26,70.6,7.5,
236,何咯,2005-03-17,7.3,4.3,12.6,,,,10.6,6.7,360,3.1,41,75,7.6,
236,何咯,2005-03-18,4.7,-1.7,9.8,,,,12.6,6.4,320,-6,22,48,11.1,
236,何咯,2005-03-19,3.6,-4.5,13,,,,7.6,4.4,140,-4,19,62.3,9.5,
236,何咯,2005-03-20,5.7,.5,13.1,,,,8.8,5.5,290,-1.5,28,62.9,10.1,
236,何咯,2005-03-21,8,0,16.7,,,,7.6,4.8,230,.8,19,66.5,7,
236,何咯,2005-03-22,8,4.3,15.1,,,,8.8,5.3,340,3.8,35,75.4,6.8,
236,何咯,2005-03-23,7.5,2.2,15.6,,,,10.6,6.3,110,.6,21,65.1,9.2,
236,何咯,2005-03-24,3.7,1,7.6,6.17,,,14.6,8.1,320,-4.9,21,54.4,8.9,
236,何咯,2005-03-25,4.2,-2.2,9,,,,12.1,7,250,-3.8,30,57.3,10.7,
236,何咯,2005-03-26,7.2,.6,14.5,,,,9.1,5,110,2.2,38,71.6,9.4,
236,何咯,2005-03-27,9.5,-.6,17.3,,,,6.5,4.6,50,3.6,38,68.8,7.3,
236,何咯,2005-03-28,9.2,2.9,17.6,,,,11.1,7.6,290,2.5,38,62.9,10.6,
236,何咯,2005-03-29,4.6,-1,11.3,,,,14.3,7.1,320,-6.8,17,48.8,11.1,
236,何咯,2005-03-30,6,-2.7,13.3,,,,11.3,7.2,140,-2,19,62.3,11.3,
236,何咯,2005-03-31,8.4,.3,18.2,,,,6.5,3.8,200,.8,23,64.6,8.4,
236,何咯,2005-04-01,9.3,.3,20.6,,,,6.5,4.2,230,-2.1,15,51.9,9.4,
236,何咯,2005-04-02,9.6,1.8,18.7,,,,9.1,5.5,230,-.3,15,56.5,9.6,
236,何咯,2005-04-03,6.8,2.2,12.8,,0,0,7.8,4.4,270,3.1,46,76.8,3.5,
236,何咯,2005-04-04,7.1,-1.2,15.1,,,,10.1,6.2,230,-2.1,21,59.6,9.4,
236,何咯,2005-04-05,11.3,1,21.7,,,,9.3,5.3,230,1.5,23,55.6,11.1,
236,何咯,2005-04-06,13.4,2.5,20.7,,.5,.5,18.5,9.3,200,8.7,44,73.1,.3,
236,何咯,2005-04-07,14,10.3,20.2,,,,11.1,6.5,230,11.5,64,84,3.5,
236,何咯,2005-04-08,15.1,6.5,25.7,,,,5.3,3.2,20,2.9,12,52.4,10.8,
236,何咯,2005-04-09,14.1,7.5,19.7,,5.5,11,11.8,6.5,20,11.4,64,83.3,2,
236,何咯,2005-04-10,11.6,8.1,17.8,,1.5,5.5,12.6,7.2,290,7.9,39,79.9,5.7,
236,何咯,2005-04-11,12.4,7.4,18.7,,,,7,3.9,90,5.1,30,65.4,8.8,
236,何咯,2005-04-12,10.5,5.8,16.1,,,,9,5.6,230,5.8,48,72.3,7.2,
236,何咯,2005-04-13,9.9,3.9,17.2,,,,8.6,4.7,290,.8,14,61.4,11.1,
236,何咯,2005-04-14,9.7,1.1,17.5,,,,11.1,7.2,230,2.8,23,66.8,11.4,
236,何咯,2005-04-15,9,1,17.7,,,,9,4.6,320,-3.8,12,51,12,
236,何咯,2005-04-16,8.7,-1.3,19.3,,,,9.8,5.6,250,-5.6,11,44.1,12.1,
236,何咯,2005-04-17,12.7,1.2,22.2,,,,7.5,4.3,290,1.4,19,50.5,10.8,
236,何咯,2005-04-18,16,8.5,23.6,,,,9.5,5.8,230,9.7,33,68.1,9,
236,何咯,2005-04-19,16.1,9.5,24.7,,1.5,6,14.6,8.9,160,9.1,24,71.3,5.9,
236,何咯,2005-04-20,11.6,7.3,15.8,,1.5,4,13.1,7.1,250,3.3,21,59,10.9,
236,何咯,2005-04-21,11.1,5.9,16,,,,12.3,7.5,250,2.5,31,55.8,11.8,
236,何咯,2005-04-22,11.1,3.5,19,,,,13,8.3,290,-.6,17,50.6,11.9,
236,何咯,2005-04-23,11.7,2,21.8,,,,7.9,5.3,90,2,19,56.3,12.3,
236,何咯,2005-04-24,13.4,4.9,21.6,,,,8.6,5.9,290,4.6,25,59.6,11.6,
236,何咯,2005-04-25,14.4,9.5,21,,0,0,9.1,5.8,230,7.9,39,66.9,11.3,
236,何咯,2005-04-26,14.6,6.5,22.7,,,,9,4.6,230,3.5,18,53.6,12.3,
