瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),碍荐 拌加矫埃(hr),10盒 弥促 碍荐樊(mm),1矫埃 弥促碍荐樊(mm),弥措 鉴埃 浅加(m/s),弥措 浅加(m/s),弥促浅氢(16规困),乞闭 捞浇痢柯档(∑C),弥家 惑措嚼档(%),乞闭 惑措嚼档(%),钦拌 老炼矫埃(hr),1矫埃 弥促老荤樊(MJ/m2)
236,何咯,1992-04-27,12.2,1.4,23.9,,,,,3,230,2.9,21,58.8,12.3,
236,何咯,1992-04-28,11,3.1,21.4,,,,,4.5,230,6.8,33,75,7.7,
236,何咯,1992-04-29,15.6,8.4,23.3,3.33,.5,1.5,,3.5,360,9.3,36,69,8,
236,何咯,1992-04-30,12.6,7.7,18,3.58,.5,2,,4.5,270,7.3,34,71.3,10.3,
236,何咯,1992-05-01,10.4,5,18.3,,,,,4.5,270,6.5,36,79,8.4,
236,何咯,1992-05-02,12.6,3.1,22.5,,,,,5,270,4.9,27,64.3,12.5,
236,何咯,1992-05-03,13,4.5,22.2,,,,,6,200,7.1,29,69.8,11.7,
236,何咯,1992-05-04,15.7,7.2,27.8,,,,,3,230,7.5,23,64.8,9.5,
236,何咯,1992-05-05,17.8,9.7,26.4,,,,,4,180,8.9,24,60,9.8,
236,何咯,1992-05-06,14,10.8,19.2,8.55,.5,2,,3,50,11,39,83.5,0,
236,何咯,1992-05-07,17.8,13,20.4,19.22,6,24.5,,6,230,16.8,84,94,0,
236,何咯,1992-05-08,14.9,11.8,19.6,6.17,.5,.5,,3,140,12.8,65,87,5.1,
236,何咯,1992-05-09,13.4,7.6,19.2,,,,,2.5,320,2.1,22,50,11.7,
236,何咯,1992-05-10,14.5,6.3,22.6,,,,,2.5,360,2.3,24,47.5,12.4,
236,何咯,1992-05-11,15.9,8.2,24.5,,,,,2.2,360,3.7,24,47.8,12.1,
236,何咯,1992-05-12,16.2,7.4,25.2,.62,0,.1,,1.9,200,7,29,56.8,10.6,
236,何咯,1992-05-13,14.1,11.4,16.4,11.58,1.5,5.5,,1.8,250,10.6,57,76.3,1.7,
236,何咯,1992-05-14,16.2,10.8,22,,,,,1.5,160,10.3,47,69.5,9.6,
236,何咯,1992-05-15,17.1,13.5,22.7,,,,,1.6,230,10.2,44,65,7.5,
236,何咯,1992-05-16,15.4,12.6,19.4,.13,.5,.5,,2.3,200,10,53,70.8,4.4,
236,何咯,1992-05-17,15.2,11.3,21.4,,,,,2,250,9.5,52,69.5,5.7,
236,何咯,1992-05-18,15.8,10.6,24.7,,,,,2.3,290,9.6,42,69,9.7,
236,何咯,1992-05-19,16.3,11.6,25.2,,,,,3.5,200,9.6,34,66.3,10.9,
236,何咯,1992-05-20,18.3,11.3,26.1,,,,,2.9,200,9.1,31,57.8,11.9,
236,何咯,1992-05-21,18.5,13.8,24.7,,,,,3.1,200,11.7,44,65.8,11.3,
236,何咯,1992-05-22,19.8,12.2,27,,,,,3.1,290,7.7,21,51.5,12,
236,何咯,1992-05-23,16.7,10.8,22.7,,,,,3.4,200,8.5,36,58.3,11.8,
236,何咯,1992-05-24,15.3,8.2,22.8,,,,,2.6,290,6.4,33,58,12.7,
236,何咯,1992-05-25,11.4,8.8,17.7,7.5,1.5,7.5,,1.5,140,7,44,74.5,3.9,
236,何咯,1992-05-26,13.5,8.6,20.6,.05,0,0,,2.4,110,7.5,44,69.8,6.7,
236,何咯,1992-05-27,14.8,9.8,21.7,2.58,.5,1,,1.6,20,8.5,36,65,10.6,
236,何咯,1992-05-28,15.7,8.6,24.1,,,,,2.6,230,8.9,39,65.8,11.3,
236,何咯,1992-05-29,18.9,12,25.7,.17,0,0,,2.8,140,11.8,50,64.5,8.6,
236,何咯,1992-05-30,21.7,14.1,30.2,,,,,2.3,360,10.2,27,51.8,11.8,
236,何咯,1992-05-31,20.4,12.9,29.3,,,,,2.4,290,12,37,61.3,10.7,
236,何咯,1992-06-01,21.8,12.3,31.6,,,,4.4,2.8,320,10.2,25,52.3,13.1,
236,何咯,1992-06-02,21.7,12.7,31.3,,,,3.2,2.3,200,10.8,27,53.3,12.5,
236,何咯,1992-06-03,19.3,13.3,26.1,,,,4.3,2.4,230,12.3,40,64.3,8.9,
236,何咯,1992-06-04,20,18.2,21.6,13,5,7,4.4,2.8,180,14.1,58,69.3,0,
236,何咯,1992-06-05,21.2,17.8,27.4,,,,3,1.4,250,15.3,47,70,8,
236,何咯,1992-06-06,20.6,16.8,25.1,,,,4.2,2.4,160,15.3,50,72,5.5,
236,何咯,1992-06-07,16.4,9.4,20,4.33,1,2.5,4.4,2.8,270,9.3,45,63,8.9,
236,何咯,1992-06-08,16.7,7.3,23.3,,,,6,3.3,180,8.7,40,59.8,12.5,
236,何咯,1992-06-09,20.3,15,24.8,4.12,2.5,2.5,7.4,4.4,200,12.6,45,61.5,6.7,
236,何咯,1992-06-10,19.3,13.7,22.9,.23,1,1,5.2,3.3,270,10.6,43,58.3,7.2,
236,何咯,1992-06-11,16.6,11.8,22,,,,5.1,3.4,250,9.7,48,66.8,11,
236,何咯,1992-06-12,18.3,11.4,25.3,,,,3.9,2.5,250,11.1,38,64.5,10.8,
236,何咯,1992-06-13,18,15.4,21.3,4.92,.5,1.5,2.2,.9,20,13.3,65,74.5,2.9,
236,何咯,1992-06-14,19.4,15.8,25.5,,,,2.4,1.3,340,13.9,47,71.5,4.6,
236,何咯,1992-06-15,21.8,13.1,29.7,,,,4.3,2.4,320,11.8,33,55.3,13,
236,何咯,1992-06-16,22.1,14.1,30.6,,,,4.3,2.6,90,13.2,34,60.3,11.7,
236,何咯,1992-06-17,21,17.1,26.5,.2,0,0,2.8,1.5,340,14.3,45,66.5,3,
236,何咯,1992-06-18,21.4,14.3,29,,,,4.4,2.6,180,11.9,34,56.8,11.9,
236,何咯,1992-06-19,18,15.1,27.4,1.27,4,13.5,,3.5,180,14.4,45,79.8,9,
236,何咯,1992-06-20,19.9,13.5,28.1,,,,,3.5,50,12,33,63.5,12.8,
236,何咯,1992-06-21,19.4,14.4,25.2,,,,,2.5,230,13.5,48,69.3,7.3,
236,何咯,1992-06-22,21.3,17.2,26.4,.17,.2,.2,,2.5,360,14.2,46,64.3,6.3,
236,何咯,1992-06-23,20.6,17.7,25.2,,,,,3,140,10.4,41,52.5,9.6,
236,何咯,1992-06-24,19.6,14.4,25.4,,,,,3,270,12.2,52,63,11.6,
236,何咯,1992-06-25,21.4,14.3,28.8,,,,4.7,2.6,250,13.1,37,61.8,11.1,
236,何咯,1992-06-26,22.5,15.8,29.2,,,,3.1,1.8,320,14,38,60.5,10.4,
236,何咯,1992-06-27,23.4,17.8,30.8,,,,5,2.8,180,14.9,35,61,11.8,
236,何咯,1992-06-28,22.4,17.4,29.2,,,,4.1,3.2,180,14.8,45,63.3,9.2,
236,何咯,1992-06-29,22.5,16.6,30.4,,,,2.6,1.8,180,15,38,64,11.4,
236,何咯,1992-06-30,22.9,18,30.3,,,,5.1,2.9,200,14.3,30,64.5,11.8,
236,何咯,1992-07-01,22.4,17.4,28.2,,,,5.1,3,250,14.9,39,63.5,10.4,
236,何咯,1992-07-02,23.4,20.1,27.2,.6,2.5,4.5,5,3.5,270,16,47,62.5,3.2,
236,何咯,1992-07-03,22.3,20.7,24.7,,,,3.2,1.8,250,17,65,72,.2,
236,何咯,1992-07-04,24.1,20.3,29.8,.87,0,0,3.9,2.6,200,16.8,42,64.5,11.2,
236,何咯,1992-07-05,24.7,17.8,32.3,,,,4.6,2.5,320,16.6,40,62.8,10.8,
236,何咯,1992-07-06,25.7,18.8,34.5,,,,4.3,2.8,320,16,26,58.8,11.7,
236,何咯,1992-07-07,24.8,20.9,30.9,,,,4.8,3.3,200,17.4,44,65,11.1,
236,何咯,1992-07-08,25.3,20.1,31.2,,,,5.3,3.8,200,16.5,39,60,11.9,
236,何咯,1992-07-09,22.9,16.4,29.4,1.53,5,9.5,3.7,1.4,230,16.6,42,68.8,9.4,
236,何咯,1992-07-10,24.1,21.1,28.6,2.35,7,8,7.7,3.5,140,20.1,63,78.3,5.9,
236,何咯,1992-07-11,23.1,20.6,27.8,2.17,1.5,4,4.3,2.6,180,18.7,61,76.8,5.9,
236,何咯,1992-07-12,21.7,20.1,23.7,7.02,2,10,3.2,1.3,90,18,71,79.5,.4,
236,何咯,1992-07-13,23.4,19.5,28.6,5.17,4.5,19,3.8,2.2,70,20.5,62,84.5,6.8,
236,何咯,1992-07-14,24.3,20.9,30,.22,0,0,4,2.4,250,20,56,77.8,9.3,
236,何咯,1992-07-15,24,20.2,28.8,,,,4.2,2.3,140,19.5,53,76.5,9.5,
236,何咯,1992-07-16,23.1,21.1,27,6.95,1,2,2.9,1.8,20,19.1,62,78.3,2.4,
236,何咯,1992-07-17,22.7,20.8,24.7,15.32,10.5,18,4.8,2.8,200,20.3,79,86.5,0,
236,何咯,1992-07-18,24.5,21.1,28.6,.52,0,0,4.3,2.7,200,20.9,71,80.5,7,
236,何咯,1992-07-19,26.6,23.3,31.2,,,,2.9,2,110,22,57,75.3,7.5,
236,何咯,1992-07-20,27.1,24.1,31.9,,,,6.9,4.4,180,21.5,58,72.3,6,
236,何咯,1992-07-21,27.5,25.7,31.1,.18,0,0,7.3,4.9,180,21.5,60,70.3,9.5,
236,何咯,1992-07-22,26.5,24.4,29.5,5.15,0,.5,6.3,3.7,180,21.9,68,76,5.9,
236,何咯,1992-07-23,27.2,23.8,32.1,,,,3.1,2,230,21.3,53,71,10.4,
236,何咯,1992-07-24,27.1,24.2,32,,,,4,2.4,200,21.5,55,72.3,9.7,
236,何咯,1992-07-25,26.4,23.8,31.2,,,,4.8,3,200,21.2,59,73,9.5,
236,何咯,1992-07-26,26.7,22.9,31.7,,,,4.5,3.5,230,20.5,51,70,10.8,
236,何咯,1992-07-27,26.5,23.7,29.7,,,,4.4,2.6,160,20.7,60,70.8,1.8,
236,何咯,1992-07-28,27.4,23.3,32.3,,,,3.9,2.4,200,21.5,56,71,9.8,
236,何咯,1992-07-29,27.3,23.1,33.2,,,,4.3,2.8,230,21.2,50,70.3,11.9,
236,何咯,1992-07-30,27.4,23.8,31.7,2.93,3.5,12,6.4,3.5,180,21.8,59,71.8,6.3,
236,何咯,1992-07-31,26.6,22.4,30.5,,,,5,3.3,200,22.1,53,77,11.8,
236,何咯,1992-08-01,26.6,20.8,33.7,,,,3.3,1.7,200,21.1,47,73,11.7,
236,何咯,1992-08-02,26.4,22.3,32.6,.73,0,.4,4.5,2.2,360,21.1,37,74.3,8,
236,何咯,1992-08-03,25.5,21,31.1,,,,4.9,2.5,70,17.3,41,62,12.2,
236,何咯,1992-08-04,24.6,18.4,30.8,,,,5.4,2.7,360,13.2,36,50.3,11.1,
236,何咯,1992-08-05,23.9,20,29.2,,,,3.9,2,340,16,55,62,2.7,
236,何咯,1992-08-06,25.2,21.3,30.7,,,,3.6,1.9,180,19.4,50,70.8,9.9,
236,何咯,1992-08-07,23.5,21.2,26.5,5.08,7.5,12,6.2,3.6,200,20.1,69,81.3,.3,
236,何咯,1992-08-08,26,21.7,32.3,.58,8.5,12,4.8,2.6,360,20.7,55,73.5,8.9,
236,何咯,1992-08-09,25.8,21.1,31.6,,,,3.5,2.2,200,19.2,51,67.5,11.6,
236,何咯,1992-08-10,24.9,20.1,31.4,,,,4,2,320,19.5,53,73,9.2,
236,何咯,1992-08-11,23.5,22.1,30.1,2.73,2.5,4,3.9,2.3,20,19.5,63,78,2.2,
236,何咯,1992-08-12,23.4,20.1,28.1,10.63,6,20,5.1,3.6,20,19.1,64,75.8,5.1,
236,何咯,1992-08-13,25,18.8,31.3,,,,3.7,2,340,19.1,50,71,11,
236,何咯,1992-08-14,20.9,19.6,23.8,21.67,1.5,3.5,3.2,1.9,360,17.8,77,82.3,0,
236,何咯,1992-08-15,21.1,19.7,22.7,7.17,1,3.5,3.8,1.9,340,17.9,77,81.8,0,
236,何咯,1992-08-16,24.6,20.3,30.8,,,,2.6,1.3,110,19.4,52,74,8.3,
236,何咯,1992-08-17,23,21.4,25.5,7.03,5,12.5,3.6,2.3,340,19.2,72,79.5,0,
236,何咯,1992-08-18,25.5,21.5,30.1,,,,5.5,3.1,360,18.8,53,66.5,11.2,
236,何咯,1992-08-19,25.8,20,31.6,,,,4.7,2.4,320,18,51,62.3,11.8,
236,何咯,1992-08-20,26,19.4,31.8,,,,4.1,2.1,360,18.3,52,63.3,11.2,
236,何咯,1992-08-21,25.7,21.3,31.6,,,,4.1,2.2,360,19.4,55,68.5,9.7,
236,何咯,1992-08-22,24.8,20.3,30.6,,,,3.5,1.9,110,20,58,74.8,8.9,
236,何咯,1992-08-23,24.2,20.5,29.2,2.17,.5,1.5,3.6,2.2,230,19.7,59,76.5,4.9,
236,何咯,1992-08-24,22.6,19,27.2,4.62,1.5,4,2.6,1.7,360,18.9,64,79.3,2.6,
236,何咯,1992-08-25,23.1,19.6,28.8,7.73,4.5,19.5,4.2,2.3,360,18.4,58,75.5,9.4,
236,何咯,1992-08-26,24.3,19.6,31.2,8.17,4,9,4.1,2,90,19.2,58,73.3,8.4,
236,何咯,1992-08-27,22.8,21.9,24.9,20.53,13,48,4.2,2.7,320,20,77,84.3,0,
236,何咯,1992-08-28,25.2,21.2,31.3,,,,3.9,2.4,20,20.2,61,74.5,5,
236,何咯,1992-08-29,27.3,21.9,33.3,,,,3.1,1.8,340,20.4,49,67.3,11.4,
236,何咯,1992-08-30,26.7,21.7,33.1,,,,4.3,2.4,360,19.9,54,67,9.7,
236,何咯,1992-08-31,25.7,23.3,29,,,,3.9,2.4,20,18.9,59,66.5,1.1,
236,何咯,1992-09-01,26.7,24.1,30.1,2.57,0,0,6.7,4,70,18.5,51,61,2.4,
236,何咯,1992-09-02,26.6,24.8,28.4,12.28,2,7.5,8.5,4.2,200,20.9,61,71,0,
236,何咯,1992-09-03,24.7,23.1,28.1,.33,.5,.5,4.7,3.1,200,19.5,64,73,2.1,
236,何咯,1992-09-04,25,20.1,30.6,,,,3.1,1.3,290,18,49,66.3,10.9,
236,何咯,1992-09-05,23.5,18.8,32.1,,,,2.5,1.6,320,16.2,34,66.3,10.1,
236,何咯,1992-09-06,23.4,17,31,,,,2.4,1.6,140,17.2,48,69.5,8.6,
236,何咯,1992-09-07,21.7,20.4,23.4,18.62,1,4,4.7,2.6,140,16.9,67,74,0,
236,何咯,1992-09-08,21.4,18.2,28,6.07,1,2,4.2,1.9,340,15.5,38,69.3,4.5,
236,何咯,1992-09-09,19,15.1,23.5,.63,0,0,1.9,1.3,140,13.3,52,70,4.7,
236,何咯,1992-09-10,19.8,13.1,27.6,,,,3.5,1.8,360,12.8,42,65,10.6,
236,何咯,1992-09-11,19.1,13.9,27.2,,,,3.1,1.7,290,12.4,40,67.5,9.2,
236,何咯,1992-09-12,19.3,15.1,23.1,1.7,0,0,2.6,1.4,360,13.6,57,69.8,1.4,
236,何咯,1992-09-13,17.6,15.9,18.8,17.57,1.5,5,3.7,2.1,50,13,69,74.3,0,
236,何咯,1992-09-14,20.1,14.9,28,,,,4.2,2.1,290,14.1,47,69.5,9.2,
236,何咯,1992-09-15,19.4,13.5,28.6,,,,3.3,1.8,290,13,36,68,8.2,
236,何咯,1992-09-16,18,12.3,27,,,,5.1,2.5,320,10.1,35,63,7.5,
236,何咯,1992-09-17,18.1,10.8,24.9,,,,4.2,1.8,340,9.2,31,57.8,10.6,
236,何咯,1992-09-18,17,12.3,25.1,,,,3,1.7,320,10.6,52,66.3,6.2,
236,何咯,1992-09-19,17.1,9.3,26.1,,,,2.9,1.3,20,10.7,46,68,7.3,
236,何咯,1992-09-20,18.1,14.1,23.5,,,,4.1,2.4,20,12.4,59,69.8,3.9,
236,何咯,1992-09-21,19.3,14.1,26.5,,,,2.9,1.6,360,12.2,45,64.5,10,
236,何咯,1992-09-22,18.5,12.5,25.6,,,,5.5,2.7,360,9.8,38,57.8,10.4,
