瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),碍荐 拌加矫埃(hr),10盒 弥促 碍荐樊(mm),1矫埃 弥促碍荐樊(mm),弥措 鉴埃 浅加(m/s),弥措 浅加(m/s),弥促浅氢(16规困),乞闭 捞浇痢柯档(∑C),弥家 惑措嚼档(%),乞闭 惑措嚼档(%),钦拌 老炼矫埃(hr),1矫埃 弥促老荤樊(MJ/m2)
236,何咯,2022-02-07,-2.5,-9.1,3.1,,,,5.6,3.1,340,-10.9,27,58.3,3.7,
236,何咯,2022-02-08,-.8,-7.3,7,,,,7.4,3.4,270,-7.3,34,64.4,6.9,
236,何咯,2022-02-09,.3,-7.7,7.6,,,,3.9,2.1,270,-8.5,16,59,8.8,
236,何咯,2022-02-10,1.8,-4.2,9,,,,8.2,4.1,320,-6.6,27,57.4,9.4,
236,何咯,2022-02-11,1.6,-6.9,11.3,,,,5.1,2.7,340,-7.3,21,57.8,9.5,
236,何咯,2022-02-12,3.2,-3.7,12.3,,,,5.7,3.2,360,-6.2,15,55.3,9.3,
236,何咯,2022-02-13,3.9,-2.6,11.6,,,,6.3,3.2,50,-4.3,30,58.5,4.5,
236,何咯,2022-02-14,3.1,-3.9,11.9,,,,8.7,4.8,270,-3.2,24,66.6,7.3,
236,何咯,2022-02-15,-2.2,-6.4,1.2,,,,9.6,6.1,290,-8.5,48,62.1,3.8,
236,何咯,2022-02-16,-4.7,-8.4,-1,,,,9.4,5.3,290,-10.8,38,64.5,6.2,
236,何咯,2022-02-17,-4.9,-11.1,.7,,,,8,4,340,-14.1,27,51.8,10,
236,何咯,2022-02-18,-1.7,-11,7.4,,,,5.8,2.8,270,-10.9,17,54.3,9.5,
236,何咯,2022-02-19,.5,-3.5,5.1,,,,9.3,4.7,290,-7,45,57.3,3.2,
236,何咯,2022-02-20,-3.1,-5.9,1.1,,,,10.6,5.8,320,-12.6,24,51,10,
236,何咯,2022-02-21,-2,-9.6,5.5,,,,11.2,6.7,270,-8.2,34,64.5,6.9,
236,何咯,2022-02-22,-2.3,-8.8,3.5,,,,11.1,6.2,290,-10.1,32,57.6,8.3,
236,何咯,2022-02-23,-4.1,-9.2,2.4,,,,8.4,5.4,290,-14.6,22,46.6,9.6,
236,何咯,2022-02-24,-2.9,-10.4,5.5,,,,8.1,4.9,290,-10,28,61.9,10.2,
236,何咯,2022-02-25,1.3,-7.9,10.4,,,,8.3,4.5,230,-2.8,45,76.4,8.5,
236,何咯,2022-02-26,5.9,1.6,11,,,,12.1,6.3,200,1.3,54,73.8,5.3,
236,何咯,2022-02-27,2.9,-4.9,11.2,,,,8,4.7,270,-5.3,17,62.6,10.4,
236,何咯,2022-02-28,4.7,-4.5,14.1,,,,4,2.3,200,-4.3,18,59.8,7.1,
236,何咯,2022-03-01,5.3,-1.4,12.7,,,,10.6,5.6,270,1.2,54,76,4.3,
236,何咯,2022-03-02,1.6,-6.1,10.6,,,,8.2,4.9,270,-4.6,25,68.6,10.5,
236,何咯,2022-03-03,3.9,-4,13.9,,,,7.8,4.2,160,-2.9,20,67.5,10,
236,何咯,2022-03-04,6.9,-2.5,16.1,,,,14.8,8.7,200,.2,28,67.5,6,
236,何咯,2022-03-05,3.5,-1.1,7.8,,,,15,8.3,290,-8.8,20,43.9,10.4,
236,何咯,2022-03-06,.8,-6.6,8.8,,,,7.8,4.7,320,-9.8,17,51.3,10.8,
236,何咯,2022-03-07,2.2,-4.9,11.4,,,,5.6,3.6,200,-6.9,19,56.3,9.5,
236,何咯,2022-03-08,3.9,-4.5,13.8,,,,7,3.9,290,-2.3,34,67.3,10.3,
236,何咯,2022-03-09,5.5,-3.2,16.3,,,,6.4,3.2,200,-2,16,64.6,10.5,
236,何咯,2022-03-10,6.9,-2.2,17.5,,,,7.8,3.8,250,-.8,16,63.6,9.7,
236,何咯,2022-03-11,10.2,1.7,17.8,,,,5.3,3.2,250,3.6,41,65.6,1.7,
236,何咯,2022-03-12,14.2,5.8,19.9,,,,12.2,6.2,200,9.1,60,72.4,1.4,
236,何咯,2022-03-13,13.5,11.9,16.9,,,,8.2,4.3,270,12.4,72,94.1,0,
236,何咯,2022-03-14,9.8,5.1,13.3,,,,8.8,5.2,270,9.1,82,95.6,0,
236,何咯,2022-03-15,7.2,.6,16.1,,,,4.7,2.9,200,2.3,32,75.9,7.1,
236,何咯,2022-03-16,9.9,-.5,19.5,,,,5.5,2.4,200,1.7,26,63.3,8.8,
236,何咯,2022-03-17,9.3,7.1,11.2,,,,7.2,3.4,50,6.5,59,83.6,0,
236,何咯,2022-03-18,7.1,5.8,9.7,,,,7.9,3.8,20,3.9,63,80.9,0,
236,何咯,2022-03-19,4.7,3.3,7,,,,9.7,5.8,270,2.4,66,85.9,.4,
236,何咯,2022-03-20,4.5,.5,8.9,,,,6.9,3.4,230,.7,55,77.9,1.4,
236,何咯,2022-03-21,5.1,-2.1,12.2,,,,5.8,2.8,290,-4,25,57.5,8,
236,何咯,2022-03-22,6.7,-.3,13.5,,,,6.9,3.2,340,-3.7,22,51.8,9.1,
236,何咯,2022-03-23,5.1,1.1,9.9,,,,5.9,2.6,270,-.3,40,70.9,.8,
236,何咯,2022-03-24,7.2,-1,15.4,,,,5.8,3.6,200,2.3,46,74.3,5.8,
236,何咯,2022-03-25,12,3.4,18.3,,,,10.6,5.3,110,7.3,44,75.8,2.2,
236,何咯,2022-03-26,10.8,5.9,15.3,,,,11.7,7,200,9.3,71,91,1,
236,何咯,2022-03-27,7,1.1,15.1,,,,9.3,5.2,290,0,30,66.8,9.4,
236,何咯,2022-03-28,6.1,-2.1,15.1,,,,6.6,3.6,270,-3.4,19,58.1,10.7,
236,何咯,2022-03-29,8.8,-.8,18,,,,4.7,2.9,250,1.8,31,66.4,11.4,
236,何咯,2022-03-30,10,2.5,16.5,,,,5,2.7,270,7.4,55,85,.3,
236,何咯,2022-03-31,10.6,7.4,14.7,,,,6.7,3.3,290,6.3,50,75.6,.2,
236,何咯,2022-04-01,9.3,3.4,16.2,,,,7.1,4.4,360,.4,23,57.4,10.6,
236,何咯,2022-04-02,6.2,-1.6,14.2,,,,7.7,5,200,-1.6,26,62.3,10.7,
236,何咯,2022-04-03,8,-1.4,17.6,,,,6.7,3.7,180,-1.5,19,58.9,11.7,
236,何咯,2022-04-04,9,-.3,18.4,,,,7,4.5,200,-1,20,57,11.8,
236,何咯,2022-04-05,8.1,-.2,17.4,,,,8,4.5,200,-1.9,20,56.4,7.2,
236,何咯,2022-04-06,10.8,2.2,21.2,,,,6.6,3.1,360,3,24,61.9,10.2,
236,何咯,2022-04-07,10.2,4.3,18.5,,1.1,2.3,8.4,3.9,200,1,26,58.3,8.6,
236,何咯,2022-04-08,11.3,.5,22.6,,,,5.8,3.2,180,.7,20,53.4,12,
236,何咯,2022-04-09,16,6.4,24,,,,12.4,7.6,200,5.3,32,52.5,10.9,
236,何咯,2022-04-10,16,6.4,25.5,,,,6.5,3.4,270,6.2,22,57.8,9.2,
236,何咯,2022-04-11,18.6,9.5,27,,,,6.2,3.5,200,12.1,36,69.4,11.3,
236,何咯,2022-04-12,18.3,12.2,25,,,,10,4.1,200,14.2,51,79.6,8.7,
236,何咯,2022-04-13,13.2,10.1,16.5,,3,10.9,9.2,4.6,360,12.1,88,93.5,0,
236,何咯,2022-04-14,11,9.1,15.1,,.2,.8,6.6,2.8,20,7.8,63,81.9,.5,
236,何咯,2022-04-15,12.3,7.1,19.4,,,,9,5.1,290,4,29,59.9,11.5,
236,何咯,2022-04-16,11.3,4,19.8,,,,8.5,5,290,1.7,19,58.3,11.9,
236,何咯,2022-04-17,12,1.7,22.1,,,,8.2,4.8,290,2,18,58,12,
236,何咯,2022-04-18,13.1,7.6,22.5,,,,7.5,4,320,2.3,18,56,7,
236,何咯,2022-04-19,12.9,4.8,22.8,,,,8.8,5.8,230,1.4,14,52.8,11.4,
236,何咯,2022-04-20,12.6,3.5,22.2,,,,7,3.8,200,3.7,20,61.5,12.3,
236,何咯,2022-04-21,12.7,4.7,21.4,,,,7.9,4.6,200,5.1,22,67.3,6.6,
236,何咯,2022-04-22,14.6,7.6,23.7,,,,13,6.3,200,10.8,47,81,6.1,
236,何咯,2022-04-23,17.9,11.6,25,,,,4.8,2.1,180,10.1,28,65,6,
236,何咯,2022-04-24,17.9,12.5,26.1,,,,7.6,4.7,200,13.2,45,76.3,9.8,
236,何咯,2022-04-25,19.5,13.9,26.1,,.7,2.9,5.9,3.7,20,13.7,32,73.5,3.1,
236,何咯,2022-04-26,18.5,15.4,24.9,,1.1,2.8,5.5,3.2,340,15,55,82.1,1.8,
236,何咯,2022-04-27,15.5,8.1,23.3,,,,5.4,3.1,200,4.5,21,52.5,11.7,
236,何咯,2022-04-28,15.8,8.5,24.3,,,,9.3,5.2,360,8.1,31,63.5,6.5,
236,何咯,2022-04-29,13.2,10.1,17.4,,.8,3.8,6.3,3.1,20,8.7,53,75.8,2.5,
236,何咯,2022-04-30,12.5,7.4,18.4,,,,8.3,5.4,270,7.5,47,74,5.5,
236,何咯,2022-05-01,12.1,4.8,19.3,,,,8.1,4.5,140,3.1,18,62.4,10.7,
236,何咯,2022-05-02,12.5,6,20.1,,,,10,5.8,270,4.2,21,63.3,11.3,
236,何咯,2022-05-03,12,3.5,20.4,,,,7.2,4.5,230,2.4,21,58.9,12.8,
236,何咯,2022-05-04,14.3,4.8,24.3,,,,7.3,4.1,230,3.9,24,56,12.6,
236,何咯,2022-05-05,15.9,5.6,25.1,,,,6.3,3.4,270,8.3,34,65.1,12.9,
236,何咯,2022-05-06,18.8,9.9,27,,,,6.8,3.5,230,12,38,69.3,11.7,
236,何咯,2022-05-07,16.8,10.4,23.8,,,,7.5,4.4,290,8,26,62.5,9.2,
236,何咯,2022-05-08,16.2,9.4,23.7,,0,0,8,4,340,7.6,38,58,6,
236,何咯,2022-05-09,16.3,10.6,23.6,,.3,.8,7.4,3.6,360,9.2,35,67.4,9.3,
236,何咯,2022-05-10,18,10.4,25.4,,,,6.8,3.6,180,5.5,20,49.3,10,
236,何咯,2022-05-11,18.9,14.1,24.6,,,,7.2,3.3,200,9.7,39,56.6,4.1,
236,何咯,2022-05-12,20,13.3,27.9,,,,7,4.5,200,11.5,38,60.1,6.3,
236,何咯,2022-05-13,17.8,14.3,21.8,,,,6.8,3.7,110,10,35,62.8,2.5,
236,何咯,2022-05-14,14.4,7,21.7,,,,10.8,5.8,290,2.1,18,48.6,9.2,
236,何咯,2022-05-15,13.7,6.5,21.9,,,,10.3,5.9,270,1.9,22,50.6,11.7,
236,何咯,2022-05-16,14.7,4.9,23.1,,,,8.9,4.9,180,4,23,54.1,13.2,
236,何咯,2022-05-17,17.5,8,27,,,,8.2,4.5,230,9.4,32,63.6,12.8,
236,何咯,2022-05-18,19.5,10.7,27,,,,10.7,6.1,200,8.2,27,53.8,12.6,
236,何咯,2022-05-19,18.6,12.9,24.8,,,,8.8,4.6,200,5.5,24,44.8,4.9,
236,何咯,2022-05-20,18.9,12,26.6,,,,6.5,3.7,250,10.3,36,60,9,
236,何咯,2022-05-21,19,12.1,27.2,,,,7.5,4,200,13.5,44,74.1,12.1,
236,何咯,2022-05-22,19.4,13.7,25.6,,,,9.4,6.1,200,14.7,51,76.3,11.2,
236,何咯,2022-05-23,21.4,16.5,28.6,,,,7.6,4.8,200,15.4,44,70.8,8.2,
236,何咯,2022-05-24,21.6,13.2,31.1,,,,6.6,3.5,360,12.6,27,63.3,10.8,
236,何咯,2022-05-25,20.4,13.2,28,,.2,.3,7.8,4.7,200,13.9,40,69.9,9.5,
236,何咯,2022-05-26,18,12,24.9,,.9,2.1,8.3,5.4,200,10,29,64.6,12.9,
236,何咯,2022-05-27,20.2,13.2,27.3,,,,8.5,4.8,270,12.3,31,64.4,13.1,
236,何咯,2022-05-28,21.3,14.9,28.9,,,,8.7,5.1,200,10.9,21,58.5,12.4,
236,何咯,2022-05-29,22.6,15.4,29.1,,0,0,6.1,3.4,90,14.3,34,62.8,12.2,
236,何咯,2022-05-30,20.3,15.1,24.6,,.1,.2,6.5,3.9,290,15.8,59,76.5,.2,
236,何咯,2022-05-31,18.9,10.4,27.7,,,,7.9,4.6,160,8.2,23,56.9,13.2,
236,何咯,2022-06-01,20.7,12.1,30.5,,,,7.5,4.7,230,7.6,13,49.6,13.5,
236,何咯,2022-06-02,20.2,11.6,28,,,,6.7,3.7,200,14.2,44,71.4,13,
236,何咯,2022-06-03,22.9,16.9,31.8,,,,5,3.1,180,16.4,32,70.9,8.9,
236,何咯,2022-06-04,24.2,18.4,30.1,,,,4.2,2.4,90,16.2,40,63.6,6.4,
236,何咯,2022-06-05,18.7,17,22.1,,.4,1.4,5.3,2.8,340,15.7,61,83.5,0,
236,何咯,2022-06-06,19.7,16.6,24.7,,.9,3.4,6.2,3.2,70,15.7,57,79.4,5.5,
236,何咯,2022-06-07,16.8,15.1,18.8,,.7,2.8,7.2,3.7,360,14.3,69,86.5,.2,
236,何咯,2022-06-08,20.1,15.8,25.9,,,,5.7,3.7,50,15.5,48,77.3,,
236,何咯,2022-06-09,21.4,16,27.3,,0,0,6.5,4,140,16,45,73.5,7.7,
236,何咯,2022-06-10,22.8,16.1,28.6,,,,6.2,4.1,270,16.1,39,68.9,7,
236,何咯,2022-06-11,23.9,17.5,31.5,,3.2,5.2,6.6,3.2,20,15.9,34,65.8,9.6,
236,何咯,2022-06-12,22.3,17.2,28.1,,,,7.2,3.9,200,17.4,55,75.9,8,
236,何咯,2022-06-13,23,18.6,28,,,,7,4.1,90,14.9,42,63.3,9.7,
236,何咯,2022-06-14,18.4,16,20.7,,.3,.5,9.4,4.7,90,13.9,58,76.8,0,
236,何咯,2022-06-15,19.3,15.5,25,,4.4,13.4,7.7,4,200,16.7,67,86.4,2.8,
236,何咯,2022-06-16,20.8,16.4,26,,0,0,7.8,4.4,230,15.5,50,73.3,9.3,
236,何咯,2022-06-17,21.8,16.2,27.4,,0,0,4.5,2.6,110,18.4,63,82.5,1.3,
236,何咯,2022-06-18,23.5,19.5,27.4,,,,6.9,4.3,200,19.9,62,81.6,6.1,
236,何咯,2022-06-19,23.8,20,28.6,,,,6.2,3.6,230,20.5,65,82.9,3.8,
236,何咯,2022-06-20,25.8,19.9,32.6,,,,6.5,4,200,21.1,47,77.3,9.8,
236,何咯,2022-06-21,26.8,20.6,34.5,,,,6.7,3.8,320,21.1,42,73.6,12.7,
236,何咯,2022-06-22,25.4,21.3,32.3,,,,7.6,4.6,200,20.2,35,75,12.1,
236,何咯,2022-06-23,24.5,20.8,28.5,,4.4,8.2,9.8,5.4,200,22.8,70,91.1,1,
236,何咯,2022-06-24,23.9,22.7,26.8,,.9,2,8.9,4.8,200,21.3,71,86,3.3,
236,何咯,2022-06-25,26.6,22,31.2,,,,7.3,4.5,200,22.5,63,79.6,5.6,
236,何咯,2022-06-26,27.3,24.9,31.1,,.3,.3,10.1,5.1,180,23,65,78,.8,
236,何咯,2022-06-27,28,25.4,30.2,,.1,.1,12.7,6.5,180,23.3,69,76.1,.4,
236,何咯,2022-06-28,28.7,27.1,31.7,,0,0,13.8,7.1,180,22.7,61,70.1,2.5,
236,何咯,2022-06-29,26.1,23.9,29.3,,5.4,10.8,14.2,5.9,180,24.1,70,89.1,0,
236,何咯,2022-06-30,27,24,30.9,,.6,1.3,11.3,6,180,23.7,66,83,2.5,
236,何咯,2022-07-01,27.3,22.2,33.4,,,,5.7,3.4,250,22.9,54,79,10.4,
236,何咯,2022-07-02,28,22.2,34.2,,,,4.6,2.8,250,23.4,45,78.9,12,
236,何咯,2022-07-03,28.2,24.2,33.7,,,,5.7,3.6,110,23.2,52,76.8,8.7,
236,何咯,2022-07-04,27.8,23.3,33.4,,0,0,6.1,3.6,180,23.3,54,78.3,6.7,
236,何咯,2022-07-05,27.8,24.3,32.4,,0,0,4.2,2.8,200,24.2,65,82,3.1,
236,何咯,2022-07-06,29.5,24.2,34.4,,,,6.6,3.8,160,23.7,54,72.8,5.3,
236,何咯,2022-07-07,28.8,26.4,33.4,,4.1,5.5,9.1,4.5,110,24.4,59,78.8,4.3,
236,何咯,2022-07-08,27.1,22.8,31.5,,0,0,6.9,3.6,200,22.8,55,79,6.9,
236,何咯,2022-07-09,26.1,21.9,30.1,,,,4.4,2.9,180,22.9,65,83.6,2.1,
236,何咯,2022-07-10,27.5,22.9,33.4,,0,0,7.4,2.5,250,23.5,56,80.8,4.9,
236,何咯,2022-07-11,25.5,23.5,28.8,,4.1,9.5,4.8,2.7,20,23.8,72,91,.8,
236,何咯,2022-07-12,26.6,23.3,29.5,,,,3.8,2.1,360,24,73,86.5,.1,
236,何咯,2022-07-13,25.7,24.4,27.2,,8,17.9,7.2,3.3,160,23.4,78,88,0,
236,何咯,2022-07-14,25.6,22.1,29.6,,.6,1.7,8,4.3,200,23,69,86.8,6.8,
236,何咯,2022-07-15,24.9,20.7,31.2,,,,4.6,2.6,20,21.2,54,81.9,7.1,
236,何咯,2022-07-16,24.8,20.3,30.1,,,,8.5,4.9,230,20.9,56,80.8,8.3,
236,何咯,2022-07-17,25.3,20.5,31,,,,6.4,4.4,200,21.5,55,81.5,5.6,
236,何咯,2022-07-18,22.3,21.1,24.1,,5.2,16.1,7.3,4.6,20,21.8,86,97.3,0,
236,何咯,2022-07-19,24.7,19.8,30.5,,,,7.9,4.2,200,21.9,62,85.8,5.9,
236,何咯,2022-07-20,27,22.7,32.6,,1.6,2.1,3.9,2.4,180,23.2,50,81.5,7.7,
236,何咯,2022-07-21,24,21.5,26.3,,2.8,11.1,8.3,3.9,290,21.9,71,89.1,.8,
236,何咯,2022-07-22,24.2,20.7,29.7,,,,7.2,3.9,200,20.4,54,81,7.3,
236,何咯,2022-07-23,23.8,20.1,27.7,,8.2,13.6,7.1,2.9,90,21.5,67,88.1,.8,
236,何咯,2022-07-24,24.4,22.1,27.3,,.7,1.1,5.5,2.9,140,23.5,87,95.4,.2,
236,何咯,2022-07-25,26.6,23,32.4,,,,5.1,3.5,200,23,54,82.9,6.9,
236,何咯,2022-07-26,27.1,22.1,33.1,,,,5.3,3.5,200,23.6,54,83,10.7,
236,何咯,2022-07-27,27.5,24.3,31.6,,,,5.3,3.1,70,22.7,55,77.1,9,
236,何咯,2022-07-28,27.9,22.8,34,,,,5.3,3.4,20,23.1,53,76.6,10.9,
236,何咯,2022-07-29,28.9,24.2,35,,4.1,4.1,6.7,2.8,360,24.7,47,80,11.3,
236,何咯,2022-07-30,28.5,24.7,32.4,,0,0,7.7,3.9,90,23.6,59,76.3,5.6,
236,何咯,2022-07-31,26.1,24.7,27.7,,1.6,3.5,5.2,3.1,70,24.8,76,93,0,
236,何咯,2022-08-01,28.2,24.8,32.8,,2.7,6.3,8.4,4.2,90,24.9,62,83.4,2.7,
236,何咯,2022-08-02,27.6,25.9,30.2,,.8,1.4,10.3,5.5,200,25,72,86.4,.8,
236,何咯,2022-08-03,28.7,25.4,32.9,,0,0,7.6,3.7,200,25.2,62,82.8,8.7,
236,何咯,2022-08-04,28.6,25,33.2,,,,7.3,3.6,200,25.1,63,83,10.4,
236,何咯,2022-08-05,28.4,25.8,32.6,,1.2,2.8,7.7,4.1,250,25.8,67,87.4,6.6,
236,何咯,2022-08-06,29,25.4,33.8,,,,5,3.1,200,25.3,59,82,8.9,
236,何咯,2022-08-07,29,26,33.2,,,,7.6,3.7,180,25.8,66,83.6,3.1,
236,何咯,2022-08-08,28.4,27.4,29.7,,0,0,9.5,5.2,180,24.7,74,80.9,0,
236,何咯,2022-08-09,27.9,26.1,29.8,,.3,1.2,9.7,5.7,200,24.7,74,83.4,.2,
236,何咯,2022-08-10,26.1,24.6,27.7,,16.6,49.5,10.3,4.6,200,25.5,82,96.6,0,
236,何咯,2022-08-11,25.2,24,26.5,,4.9,19.7,8.7,3.8,160,24.7,89,97.1,0,
236,何咯,2022-08-12,26.8,22.1,31.7,,,,4,2.2,340,23,58,81.4,11.4,
236,何咯,2022-08-13,25.2,23.1,27.9,,5,9,4.3,2.5,160,24.1,79,94,.2,
236,何咯,2022-08-14,27.1,24.1,30.5,,29.8,110.6,10.2,5.2,180,25.2,77,90.1,.4,
236,何咯,2022-08-15,28.1,24,31.4,,16.9,53,14.1,6.8,200,24.4,65,81.1,2,
236,何咯,2022-08-16,25.8,24,29.6,,9.6,11.4,8.1,4.2,140,24.1,74,91,3,
236,何咯,2022-08-17,25.2,21.1,30.6,,0,0,6.6,3.9,200,22.2,56,85.1,6.2,
236,何咯,2022-08-18,24.5,20.1,30.1,,,,5.1,2.7,250,20.7,55,81.8,8.5,
236,何咯,2022-08-19,26,20.5,30.2,,,,8.7,4.8,200,23.7,76,87.9,.4,
236,何咯,2022-08-20,26.7,23.4,31.1,,7.5,18.4,6.4,3.7,230,24.8,64,90,4.9,
236,何咯,2022-08-21,26.5,22.4,32.3,,,,4.3,2.3,230,23.3,56,84.4,7.3,
236,何咯,2022-08-22,26.3,22.6,31.7,,,,8.1,3.4,140,22.9,58,83.3,5.8,
236,何咯,2022-08-23,24.1,21.6,25.7,,7.8,11.3,4.3,2.6,110,23.1,87,94.8,.1,
236,何咯,2022-08-24,22.8,20.2,26.3,,.1,.1,4.9,2.8,360,20.3,69,86.1,1.8,
236,何咯,2022-08-25,21.8,17.9,28.8,,0,0,6.8,3.5,340,18.7,54,84,1.7,
236,何咯,2022-08-26,21.7,16.1,28.4,,,,6.5,3.4,230,18.1,55,82.4,9.3,
236,何咯,2022-08-27,21.1,15.3,26.6,,,,6.7,4,290,15,34,72.5,8.9,
236,何咯,2022-08-28,21.1,14.7,28,,,,6.2,3.3,110,15.3,42,73.4,12.1,
236,何咯,2022-08-29,19.2,18.4,21,,.8,1.9,6.2,3.5,360,16.9,74,87.3,0,
236,何咯,2022-08-30,19.2,17.9,20.1,,1.9,5.6,8.9,3.9,360,18.7,85,97.3,0,
236,何咯,2022-08-31,21.6,18.7,25,,1,2.2,4.3,2.4,360,19.7,70,90,1,
236,何咯,2022-09-01,22.3,18.4,28.1,,,,5.4,2.6,70,19.2,57,84.6,6.9,
236,何咯,2022-09-02,22.7,17.8,28,,,,8.5,4.2,90,18.2,58,77.3,4.4,
236,何咯,2022-09-03,24.2,20.5,28.9,,,,8.7,4.2,70,18.8,59,72.4,8.1,
236,何咯,2022-09-04,24.3,21,28.4,,.3,.4,4.5,2.7,360,21.8,72,86.8,.2,
236,何咯,2022-09-05,21.9,18.4,25.6,,2.3,10.1,9,4.2,340,21.4,91,97.3,0,
236,何咯,2022-09-06,20.5,16.4,26.5,,2.4,8.7,14.8,6.3,290,17.2,51,83.3,6,
236,何咯,2022-09-07,20.4,15.7,28.5,,,,4.4,2.3,360,17.1,34,84.5,7,
236,何咯,2022-09-08,20.9,13.8,29.2,,,,4.6,2.5,360,15.9,33,76.8,11.2,
236,何咯,2022-09-09,22.1,16.6,29.2,,,,5.4,2.7,360,16.7,41,74.5,8.5,
236,何咯,2022-09-10,21.6,16.8,26.6,,,,6,3.4,20,16.3,50,73.4,5,
236,何咯,2022-09-11,23,18.5,28.8,,0,0,5.6,3.1,360,18.4,52,76.6,6.9,
236,何咯,2022-09-12,23.1,20.3,27,,.4,.9,4.6,2.2,360,21.2,69,89.6,.2,
236,何咯,2022-09-13,24.3,21.9,27,,0,0,6,3.4,360,20.4,66,79.6,.1,
236,何咯,2022-09-14,24.9,20.6,28.5,,.2,.2,9,4.6,70,14.9,39,55,3.2,
236,何咯,2022-09-15,25.6,20.8,30.4,,,,6.5,3.5,90,19.2,54,68.5,8.2,
236,何咯,2022-09-16,26.2,21.5,31.9,,.1,.1,6.9,4,70,21.7,57,77.6,4.8,
236,何咯,2022-09-17,27.1,23,32.7,,,,5.8,3.5,340,22.5,50,78,10.2,
236,何咯,2022-09-18,27.6,23.8,32.6,,0,0,9.3,3.5,340,22.7,58,75.5,3.1,
