瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),碍荐 拌加矫埃(hr),10盒 弥促 碍荐樊(mm),1矫埃 弥促碍荐樊(mm),弥措 鉴埃 浅加(m/s),弥措 浅加(m/s),弥促浅氢(16规困),乞闭 捞浇痢柯档(∑C),弥家 惑措嚼档(%),乞闭 惑措嚼档(%),钦拌 老炼矫埃(hr),1矫埃 弥促老荤樊(MJ/m2)
236,何咯,1984-07-16,24.6,18,28.8,,,,,4.5,230,22.3,69,87.3,11.4,
236,何咯,1984-07-17,22.6,16.5,30.5,,,,,3,230,20.4,64,87.5,10.4,
236,何咯,1984-07-18,24.5,17.7,33.2,,,,,4.5,140,21,49,83,11.3,
236,何咯,1984-07-19,25.4,21,31.8,,,,,4,90,22.4,65,85.8,12.4,
236,何咯,1984-07-20,26,21.3,33.1,,,,,3,320,22.5,57,82.8,11.2,
236,何咯,1984-07-21,26.6,21.1,33.2,,,,,2,140,22.1,55,78,10.8,
236,何咯,1984-07-22,24.4,21.8,27.9,1.35,.5,1,,4,50,21.4,73,83.3,3.3,
236,何咯,1984-07-23,24.4,21.7,28.8,4.95,1.5,2,,2.5,360,23,82,92.3,7.7,
236,何咯,1984-07-24,24.9,22.9,29.2,,,,,4.5,140,23.6,77,91.3,8.4,
236,何咯,1984-07-25,25.7,21.8,32.7,1.83,.5,.5,,3.5,180,22.4,54,84,11.8,
236,何咯,1984-07-26,26.2,19.5,32.6,,,,,2,200,23.6,68,86.3,11.3,
236,何咯,1984-07-27,28.6,22,34.6,,,,,2.5,230,24.9,62,81,12.9,
236,何咯,1984-07-28,28.1,24.2,33.9,.42,0,0,,3,230,25.8,66,88,10.3,
236,何咯,1984-07-29,27.5,23.9,32.5,2.17,2,3,,4,90,24.5,57,84.3,8.9,
236,何咯,1984-07-30,29.2,23.9,33.6,,,,,5,50,24.1,62,74.8,13.2,
236,何咯,1984-07-31,28.8,23.8,34.9,,,,,3.5,50,24.9,59,80,10.8,
236,何咯,1984-08-01,28.1,24.1,34.3,1.8,1,1.2,,3,140,24.4,59,81.5,10.3,
236,何咯,1984-08-02,26.1,23.7,33.2,3.37,14.5,22,,4.5,230,24.9,67,93.3,6.3,
236,何咯,1984-08-03,26.9,22.9,32.8,,,,,4,180,24.3,68,87.5,10.4,
236,何咯,1984-08-04,27.8,23.1,32.2,,,,,3.5,250,25,68,85.5,12.3,
236,何咯,1984-08-05,27.5,23.6,32.2,,,,,4.5,230,24.9,64,86.3,12.2,
236,何咯,1984-08-06,27.4,23.1,33.5,,,,,3,230,23.9,62,82.5,12.5,
236,何咯,1984-08-07,27.6,21.5,33.4,,,,,2.5,140,24.2,58,82.3,12,
236,何咯,1984-08-08,28.3,24,33.5,,,,,2,140,24.6,64,84.5,10.8,
236,何咯,1984-08-09,28.9,23.9,35.8,,,,,2.5,140,25.2,53,82,11.3,
236,何咯,1984-08-10,28.8,23,35.5,,,,,3.5,180,25,57,80.8,12.4,
236,何咯,1984-08-11,27.7,21.6,34.2,,,,,3.5,140,24,58,81.8,13,
236,何咯,1984-08-12,28.7,21.6,36.1,,,,,4,270,24.9,48,81.5,12.7,
236,何咯,1984-08-13,28.1,23.6,34.8,.95,3.5,5.5,,6,110,24.6,59,83.8,8.4,
236,何咯,1984-08-14,25.9,23.8,30.4,4.58,3.5,7,,3,90,23.9,77,89.5,7.3,
236,何咯,1984-08-15,24.7,22.8,29.2,5.1,5,9,,3,320,22.8,72,89.5,6.2,
236,何咯,1984-08-16,25,19.2,30.8,,,,,3,360,19.3,48,73,12.6,
236,何咯,1984-08-17,26.9,20.9,33.9,,,,,3,360,23.1,61,80.8,10.9,
236,何咯,1984-08-18,28.6,23.8,34.2,,,,,3.5,360,24.4,60,78.5,12.6,
236,何咯,1984-08-19,29.1,24.1,33.4,,,,,4.5,50,23.9,62,74.3,10.8,
236,何咯,1984-08-20,27.5,24,30.5,3.4,1,2,,3.5,360,23.7,73,79.8,7.2,
236,何咯,1984-08-21,25.2,23,28,10.48,1.5,3.5,,5,320,23.8,86,92.3,2.3,
236,何咯,1984-08-22,25.7,20.8,30.2,,,,,5,230,22.8,70,84.5,12.4,
236,何咯,1984-08-23,25.1,20.4,31.3,3.3,6.5,13.5,,2,50,22.2,60,85,8.4,
236,何咯,1984-08-24,23.2,20.7,26.7,11.55,4,12,,6,140,21.9,85,92.8,0,
236,何咯,1984-08-25,26.4,21.5,32.3,,,,,2,20,23.3,60,83.3,11.6,
236,何咯,1984-08-26,24.2,22.7,26.5,3.38,1,1.5,,4,360,22.8,82,91.8,6,
236,何咯,1984-08-27,25.5,22.4,30.1,5.47,6,8,,2.5,360,24.2,84,92.8,6.9,
236,何咯,1984-08-28,26.2,23.9,29.8,5.1,1,2,,5,140,24.5,72,91,8.8,
236,何咯,1984-08-29,26.1,22.9,30.4,.6,0,0,,5,200,24.5,77,91,9.4,
236,何咯,1984-08-30,25.6,22.3,31.1,,,,,3.5,230,23.1,62,87,10.5,
236,何咯,1984-08-31,23.4,21.3,25.7,15.55,4.5,10.5,,3,90,22.6,86,95.8,4.1,
236,何咯,1984-09-01,24.3,22.6,26.7,15.72,3,10.5,,7,180,23.7,86,96.3,0,
236,何咯,1984-09-02,23.3,19.3,25.8,23.17,8.5,37.5,,5,180,22.8,90,97.3,0,
236,何咯,1984-09-03,19.8,18.8,22.1,12.9,1,2.5,,3,360,19.1,89,96.3,2,
236,何咯,1984-09-04,20.9,18.8,24.5,4.98,.5,.5,,2.5,360,19.3,79,91,4.8,
236,何咯,1984-09-05,22.3,17.2,29.7,,,,,2.5,230,19.2,56,84.3,11.1,
236,何咯,1984-09-06,21.5,17.6,28.5,,,,,2,140,19.3,65,88.5,7.5,
236,何咯,1984-09-07,21.9,18,26.2,4.2,.5,.5,,2,50,19.5,65,86.8,7.9,
236,何咯,1984-09-08,21.3,16.4,27.3,1.33,.5,1,,2.5,250,19.1,66,87.8,8.5,
236,何咯,1984-09-09,21.1,15.7,25.3,5.42,.5,1,,3.5,290,18.4,65,85.3,7.3,
236,何咯,1984-09-10,17.6,13.3,24.5,,,,,4,320,12.3,38,73.3,9.4,
236,何咯,1984-09-11,17.6,13,25.3,1.12,0,0,,4.5,270,13.9,38,81,7.9,
236,何咯,1984-09-12,17.7,12.7,25.5,,,,,4,270,14.8,57,85,8.5,
236,何咯,1984-09-13,18.8,13.3,27.2,,,,,4.5,290,15.5,52,83,10.5,
236,何咯,1984-09-14,17.6,11.7,27.3,,,,,2,230,14.1,49,82.3,10.4,
236,何咯,1984-09-15,20,13,28.7,,,,,3,50,16.1,47,80.8,11.5,
236,何咯,1984-09-16,19.3,13.4,28.1,,,,,3.5,320,15.9,45,83.3,11,
236,何咯,1984-09-17,18.4,13.4,25.9,,,,,2,290,15.7,56,85.5,8.6,
236,何咯,1984-09-18,18.6,12.8,27.2,,,,,2.5,50,15.5,53,84.5,10.6,
236,何咯,1984-09-19,19.5,14.5,28.4,1.25,5.5,18.5,,4.5,50,17.4,55,83.5,7.6,
236,何咯,1984-09-20,19.5,15.8,26.2,.75,0,0,,2,230,17.2,59,87.5,7.7,
236,何咯,1984-09-21,19.8,14.4,27.8,,,,,2.5,50,16.3,52,82.5,9.3,
236,何咯,1984-09-22,20.5,14.2,29,,,,,2.5,360,16.8,48,81.8,11.3,
236,何咯,1984-09-23,19,14.8,27.3,,,,,3,270,15.8,54,84,7.9,
236,何咯,1984-09-24,17.9,13.7,24.9,.63,0,0,,4,270,16.1,68,90,5,
236,何咯,1984-09-25,17.5,8.5,23.3,,,,,5,320,11.9,34,75.3,8.3,
236,何咯,1984-09-26,15,6.2,23.4,,,,,3.5,360,11.4,65,80,10,
236,何咯,1984-09-27,17.8,12.6,22.6,.3,0,0,,3.5,360,14.1,56,78.5,7.2,
236,何咯,1984-09-28,19.6,12.3,26.6,1.33,.5,.5,,3.5,140,15.2,51,77.5,6.2,
236,何咯,1984-09-29,20,12.8,25.5,4.53,2,7,,4,320,15.5,46,78,10.4,
236,何咯,1984-09-30,17.6,11.5,26.8,,,,,2.5,90,13.7,44,81.3,8.4,
236,何咯,1984-10-01,18.8,16.3,22.9,.58,0,0,,2,140,16.8,74,88.3,4.3,
236,何咯,1984-10-02,17.7,16.6,19.1,7.22,2,6.5,,2,50,16.9,92,95.3,0,
236,何咯,1984-10-03,15.6,8.5,20.5,2.73,.5,1,,6,320,10.6,44,74.3,8,
236,何咯,1984-10-04,11.1,5.2,18.9,,,,,5.5,270,6.4,41,75.5,10.9,
236,何咯,1984-10-05,10,2.2,20.2,,,,,2.5,140,4.8,34,75.8,10.8,
236,何咯,1984-10-06,11.1,4,22.5,,,,,3,360,5.2,33,72.3,9.2,
236,何咯,1984-10-07,13.5,6.4,22.6,,,,,3,50,8.2,40,74.3,10.9,
236,何咯,1984-10-08,12.7,4.7,22.3,,,,,3.5,50,8,39,77.3,10.8,
236,何咯,1984-10-09,13.4,5.4,23.4,,,,,2.5,50,8.2,36,76.3,10,
236,何咯,1984-10-10,14.4,6.8,23.9,,,,,3,360,9.8,39,78.3,10.4,
236,何咯,1984-10-11,16.2,9.6,25.2,,,,,4,90,9.9,34,71,10.6,
236,何咯,1984-10-12,15.7,9.2,22,,,,,2.5,360,11.6,53,77.8,8.1,
236,何咯,1984-10-13,15.3,8,24.3,,,,,3,270,11.2,46,80.8,8.1,
236,何咯,1984-10-14,15.3,10.1,23.3,,,,,3.5,320,11.4,47,80.8,7.6,
236,何咯,1984-10-15,14,7.8,23.2,,,,,2.5,270,10,39,78.3,9.3,
236,何咯,1984-10-16,12.7,8.1,20.4,.17,0,0,,3,140,9.8,57,84.3,8.6,
236,何咯,1984-10-17,13.5,7.7,23.6,,,,,4,270,7.9,28,76.5,8.6,
236,何咯,1984-10-18,12.3,3.4,23.2,,,,,3,360,5,26,69,10.5,
236,何咯,1984-10-19,13.6,5.5,22.8,1.25,2.5,9,,3.5,90,8.1,38,74.5,10.2,
236,何咯,1984-10-20,11.1,5.9,13.3,.72,.5,.5,,8,270,4.5,44,65.8,8.9,
236,何咯,1984-10-21,7.1,.8,13.3,,,,,5,320,0,32,60.8,10.2,
236,何咯,1984-10-22,11.8,2.2,20.5,,,,,6,200,8.2,59,80,8.5,
236,何咯,1984-10-23,15.8,9.6,22.3,,,,,5,230,12.3,53,81.8,9.5,
236,何咯,1984-10-24,12,7.9,17.9,,,,,2,180,9.9,67,87.8,4.7,
236,何咯,1984-10-25,11.7,5.6,22.9,,,,,2,200,7.9,43,81.8,8.4,
236,何咯,1984-10-26,13.2,5.9,24.1,,,,,2.5,270,8.7,41,79.3,9.7,
236,何咯,1984-10-27,13.5,5.1,19.4,2.33,.5,.5,,5,320,8.3,32,75.5,9,
236,何咯,1984-10-28,8.3,2.5,14.5,,,,,6,320,3.4,40,74.5,9.1,
236,何咯,1984-10-29,5.6,-.4,13.6,,,,,5,320,1.1,39,78.3,9.5,
236,何咯,1984-10-30,5,-1,13.6,,,,,5,320,-.6,35,72,10,
236,何咯,1984-10-31,6,-2,15.6,.38,0,0,,3.5,180,2.1,52,77.8,9.1,
236,何咯,1984-11-01,11.8,4.6,19.1,3.05,.5,.5,,5.5,320,6.2,36,72,8.6,
236,何咯,1984-11-02,5.3,-1.1,14.2,,,,,5,320,-2.4,23,64.3,9.8,
236,何咯,1984-11-03,5.7,-2.1,18.9,,,,,3,230,-1,36,66.3,9.7,
236,何咯,1984-11-04,6.6,-.7,18.6,,,,,4,230,.4,30,71.8,8.3,
236,何咯,1984-11-05,10.8,4,21.4,,,,,2.5,50,7.8,60,83.5,8.6,
236,何咯,1984-11-06,12.8,7.2,23,,,,,2.5,230,9.3,46,83,7,
236,何咯,1984-11-07,14.6,9.6,21.9,,,,,2.5,320,12.1,64,86,5.7,
236,何咯,1984-11-08,12.3,7.7,20.1,,,,,2.5,200,10,63,87.3,6.2,
236,何咯,1984-11-09,10.3,6,15.9,,,,,3.5,360,8.1,67,86.8,3.9,
236,何咯,1984-11-10,9.3,6.9,11.5,15.5,2,7,,5.5,360,8,91,94.5,0,
236,何咯,1984-11-11,11.4,4,16.8,,,,,4,340,4.7,34,69.3,8.2,
236,何咯,1984-11-12,7.3,3.4,13.3,,,,,3.5,360,-4.5,24,45.5,9.6,
236,何咯,1984-11-13,5.1,1.8,11.4,,,,,3,360,-3.3,35,56.5,6.3,
236,何咯,1984-11-14,8.4,1.8,14.9,1.63,.5,1,,6,320,1.7,53,64,5.8,
236,何咯,1984-11-15,8.8,4.9,11.2,14.08,1,2.5,,4,320,8,92,95,.5,
236,何咯,1984-11-16,8.8,3.6,17.8,,,,,3,360,6,56,85.5,7.9,
236,何咯,1984-11-17,8,3.1,16.9,,,,,2.5,50,5.4,57,86.3,6,
236,何咯,1984-11-18,9.1,5.1,15.9,,,,,3,360,6.9,65,87.5,8.1,
236,何咯,1984-11-19,8.1,3.4,9.8,2.1,.5,.5,,5,320,5.9,68,86.3,.7,
236,何咯,1984-11-20,4.7,1,10.6,,,,,4.5,360,.7,49,75.5,9.3,
236,何咯,1984-11-21,3.6,-1.1,12.4,,,,,3,20,.3,48,83,7.8,
236,何咯,1984-11-22,4.5,-1.4,14.9,,,,,4.5,20,1,40,81.5,8,
236,何咯,1984-11-23,6.3,-1.1,15.7,,,,,3,270,3.7,39,85.8,5.9,
236,何咯,1984-11-24,6.9,-.9,11.7,,,,,4,320,2.8,47,77.8,6.7,
236,何咯,1984-11-25,2.6,-3.7,12.6,,,,,2,200,-.5,49,82.8,8.7,
236,何咯,1984-11-26,3.1,-2.2,10.3,.4,0,0,,3,270,.4,64,84.3,4.5,
236,何咯,1984-11-27,2,-4,8.8,,,,,6,320,-4.6,44,62.3,9,
236,何咯,1984-11-28,-.4,-6.8,7.9,,,,,2,230,-4.3,40,79.8,9,
236,何咯,1984-11-29,3.5,-3.7,11.7,,,,,2.5,140,.3,52,83,7.6,
236,何咯,1984-11-30,7.6,2.9,12.5,.72,,,,5.5,140,5.8,75,89,1.8,
236,何咯,1984-12-01,6.5,.8,10.3,.83,,,,7,270,2.5,56,77.5,6.8,
236,何咯,1984-12-02,2.8,-2.2,10.2,,,,,4,290,-.2,49,82.3,8.7,
236,何咯,1984-12-03,2.3,-3.1,13.3,,,,,2,230,-1,46,83,8.7,
236,何咯,1984-12-04,5.8,-1.4,14.3,.1,,,,3.5,320,3.2,60,84.8,4,
236,何咯,1984-12-05,2.1,-3.8,5.3,,,,,6,320,-3.6,42,67.3,6.9,
236,何咯,1984-12-06,-1.4,-7.6,6.5,,,,,2.5,320,-5.7,36,73.5,9,
236,何咯,1984-12-07,-.4,-6.9,9.9,,,,,3,270,-6.4,26,71,8.8,
236,何咯,1984-12-08,2.1,-4.3,12.3,,,,,4.5,270,-1.7,53,77.5,8.9,
236,何咯,1984-12-09,6.3,-.2,13.5,7.8,,,,6,20,2.6,56,78.5,5.5,
236,何咯,1984-12-10,9,5,11.5,10.42,,,,3.5,230,8.3,90,95.8,.2,
236,何咯,1984-12-11,7.4,2.3,13.2,,,,,3,360,4.5,60,83.3,7.4,
236,何咯,1984-12-12,5.2,.9,10.7,,,,,5,290,2.4,62,84,6.3,
236,何咯,1984-12-13,4.3,-.7,10.2,4.07,,,,3,70,2.4,64,88.3,4.4,
236,何咯,1984-12-14,5.8,2.1,8.1,,,,,3.5,320,2.2,47,78.8,3.4,
236,何咯,1984-12-15,2.6,-1.7,7.8,,,,,3,20,-2.2,56,73.3,5.8,
236,何咯,1984-12-16,3,2,4.9,8.9,,,,4,320,1.4,82,89.8,0,
236,何咯,1984-12-17,2.7,2,4.7,,,,,3.5,230,.1,69,81.3,1.4,
236,何咯,1984-12-18,-.1,-3.2,2.8,4.48,,,,6,320,-4.6,59,79,8.3,
236,何咯,1984-12-19,-1.3,-5.4,3.3,,,,,3,20,-5.3,56,75.8,7.4,
236,何咯,1984-12-20,-.5,-4.3,3.2,1.5,,,,2.5,20,-1.6,77,91.8,2.8,
236,何咯,1984-12-21,-.4,-3.1,3.1,.62,,,,7,320,-3.3,59,81.8,.5,
236,何咯,1984-12-22,-4.6,-8.5,-2.3,4.13,,,,5.5,20,-8,60,78,5.2,
236,何咯,1984-12-23,-8.4,-13.3,-1.3,7.47,,,,4,50,-11,62,83.5,8.4,
236,何咯,1984-12-24,-8.9,-14,-5.2,,,,,5.5,320,-12,52,78,8.5,
236,何咯,1984-12-25,-8.7,-15.8,-2.4,,,,,3,20,-13.4,45,70.5,8.5,
236,何咯,1984-12-26,-5.4,-10,.2,5.18,,,,4.5,320,-7.7,67,84.5,6.3,
236,何咯,1984-12-27,-6.7,-11,.7,,,,,4.5,320,-9.8,59,80.5,7.3,
236,何咯,1984-12-28,-7,-10.6,-2.6,.15,,,,6.5,320,-10.2,61,78.5,8.4,
236,何咯,1984-12-29,-9.8,-14,-2,,,,,3.5,320,-12.6,56,80.5,8.8,
236,何咯,1984-12-30,-5.2,-12,2.6,6.55,,,,3,230,-8.1,61,85.3,7,
236,何咯,1984-12-31,-1.4,-6.8,6.4,,,,,3,180,-4.4,48,84.5,7,
236,何咯,1985-01-01,-2.3,-7.1,5.2,,,,,3,320,-5.4,47,81.8,7.1,
236,何咯,1985-01-02,-1.7,-6.8,2.4,,,,,4.5,360,-6.7,51,74.8,4.2,
236,何咯,1985-01-03,-1.3,-7.1,6.1,,,,,4.5,320,-5,52,80,7.9,
236,何咯,1985-01-04,-3.2,-8,.2,,,,,6,320,-8.4,48,68.3,8.8,
236,何咯,1985-01-05,-5.7,-10.4,.4,,,,,4,270,-10,45,77.8,8.6,
236,何咯,1985-01-06,-3.6,-7.4,1.1,,,,,5,320,-8.3,44,73.5,8.7,
236,何咯,1985-01-07,-5.4,-8.9,.2,,,,,3.5,360,-10,45,69.3,8.8,
236,何咯,1985-01-08,-5.3,-11.6,1.9,,,,,3,320,-9.2,59,79.8,7.9,
236,何咯,1985-01-09,-2.3,-9.1,3.4,3.3,,,,5.5,180,-5.2,57,82.3,6.9,
236,何咯,1985-01-10,-3.9,-9.9,.5,2.8,,,,5.5,320,-7.1,63,79.8,8.7,
236,何咯,1985-01-11,-4.6,-12.9,1.9,,,,,4,140,-7.4,59,79.8,7.5,
236,何咯,1985-01-12,-2.4,-8.4,1.8,1.63,,,,6,320,-5.6,57,77,8.2,
236,何咯,1985-01-13,-8,-10.4,-4.5,.92,,,,5,320,-11.4,55,76.5,7.1,
236,何咯,1985-01-14,-11.2,-15.9,-4.1,2.12,,,,3.5,20,-14.3,55,79.3,8.2,
236,何咯,1985-01-15,-5.4,-16.2,3.8,6.47,,,,6.5,180,-7.3,73,86.5,2.4,
236,何咯,1985-01-16,-7.5,-11.6,-3.8,,,,,4,20,-12.4,42,70.5,9.2,
236,何咯,1985-01-17,-8.4,-14.3,-1.3,,,,,5,20,-13.1,47,70,9.2,
236,何咯,1985-01-18,-4.6,-10.7,4.5,,,,,6,360,-10.1,47,66.3,8.7,
236,何咯,1985-01-19,-1.6,-6.2,1.4,8.63,,,,4,50,-2.8,59,91.3,0,
236,何咯,1985-01-20,-1.8,-7.5,2.8,,,,,4.5,320,-6.4,44,73,9.2,
236,何咯,1985-01-21,-3.8,-10.2,2.4,,,,,5,270,-9,45,70.5,7.9,
236,何咯,1985-01-22,.2,-3.2,5.5,,,,,3,320,-5.1,45,68.8,7.6,
236,何咯,1985-01-23,-2.7,-6.7,2.5,,,,,4.5,290,-7.6,43,72,8.5,
236,何咯,1985-01-24,-3.4,-8.1,.1,,,,,6,320,-10.7,35,57.8,8.5,
236,何咯,1985-01-25,-4.7,-12,3.5,,,,,6,270,-8.4,47,78,8.6,
236,何咯,1985-01-26,-1.7,-5.7,5.4,.25,,,,3,270,-3.9,62,86.8,7.9,
236,何咯,1985-01-27,-1.2,-4,1.8,6.1,,,,5.5,290,-3.2,74,86,0,
236,何咯,1985-01-28,-4.9,-9.9,-2.5,3.18,,,,6,320,-11.4,41,62.5,8.4,
236,何咯,1985-01-29,-9.4,-11.8,-5.3,,,,,5,320,-13.3,52,74.5,5.7,
236,何咯,1985-01-30,-8.1,-13.7,-1.9,,,,,4,320,-13.5,45,68.5,9.3,
236,何咯,1985-01-31,-3.7,-10.1,3.3,.13,,,,6,180,-6.3,66,81.8,5.5,
236,何咯,1985-02-01,2.8,-3.2,7.7,,,,,7,270,-1.3,51,75.5,8.7,
236,何咯,1985-02-02,.4,-6.3,8.3,,,,,4,20,-2.3,48,84.3,9,
236,何咯,1985-02-03,.6,-4,7.2,,,,,5,290,-4.5,29,75.8,8.2,
236,何咯,1985-02-04,-.3,-6.7,4.8,,,,,4.5,360,-4,60,77,3.9,
236,何咯,1985-02-05,3.2,-.4,11,.33,,,,5,360,-.1,59,80.3,8.3,
236,何咯,1985-02-06,3.4,-2.2,13,,,,,3.5,320,-1.4,39,75.3,9.7,
236,何咯,1985-02-07,2.2,-3.4,10.8,,,,,3,360,-2.3,40,76,7.1,
236,何咯,1985-02-08,4.6,-1.1,10.8,,,,,5,50,1.1,50,74.5,6,
236,何咯,1985-02-09,5.2,3,9,10.47,,,,3,320,3.7,66,90,.9,
236,何咯,1985-02-10,3.2,.5,6.5,1.17,,,,4.5,270,1,66,84.5,6,
236,何咯,1985-02-11,1.9,-.6,6.2,,,,,3.5,230,-1.4,63,79.5,6,
236,何咯,1985-02-12,2.1,-1.4,6,1.62,,,,3.5,250,.3,71,87.5,3.6,
236,何咯,1985-02-13,-.8,-4.6,2.9,1.28,,,,6.5,270,-4.6,67,74.8,5.7,
236,何咯,1985-02-14,-2.1,-7.7,4.4,,,,,4,140,-5.6,50,79,9.5,
236,何咯,1985-02-15,2,-2.7,8.2,,,,,4.5,360,-4,36,68.8,8.4,
236,何咯,1985-02-16,.9,-3.1,2.4,2.02,,,,7.5,270,-2.4,63,79,7.4,
236,何咯,1985-02-17,-.5,-5.8,6.2,,,,,2.5,360,-4.6,39,77.8,9.9,
236,何咯,1985-02-18,1.8,-.2,3.8,5.37,,,,3.5,360,.1,82,88.5,0,
236,何咯,1985-02-19,5.1,-.2,11.3,.42,,,,5,360,1.9,59,81,7.7,
236,何咯,1985-02-20,-1.6,-4.8,2,16.35,,,,6,270,-3.4,71,87.5,5.2,
236,何咯,1985-02-21,-4.6,-6.6,-2.1,5.92,,,,7.5,270,-7.5,63,81.3,6.5,
236,何咯,1985-02-22,-5.1,-9,-1.1,.38,,,,6,320,-9.2,60,74.8,8.8,
236,何咯,1985-02-23,-5,-7.7,-1.8,1.97,,,,5.5,270,-7.8,63,80.8,8.7,
236,何咯,1985-02-24,-4.3,-9.6,.9,,,,,4,320,-9.2,48,69.5,10.2,
236,何咯,1985-02-25,-2.9,-7.8,3.1,,,,,4,360,-8.4,46,67.3,9.9,
236,何咯,1985-02-26,-.8,-4.6,4.5,,,,,3.5,50,-6.9,35,59.3,7,
236,何咯,1985-02-27,2.6,-1.2,7.8,7.42,,,,5,360,-2.5,57,71,1.4,
236,何咯,1985-02-28,5.7,2,10,,,,,4.5,50,2.1,60,78.5,6.2,
236,何咯,1985-03-01,6.8,3.2,10.2,.57,,,,3,20,3.7,72,80.5,2.1,
236,何咯,1985-03-02,4.5,.1,6.8,12.62,,,,4.5,320,3.5,73,93.3,.3,
236,何咯,1985-03-03,3.4,-1.2,11,,,,,3,320,-2.9,33,67.5,9.4,
236,何咯,1985-03-04,1.9,-3.8,9.2,,,,,3.5,320,-3.5,38,71.8,9.7,
236,何咯,1985-03-05,1.2,-3.2,6.2,,,,,6,320,-5.9,41,59.3,10.1,
236,何咯,1985-03-06,-.4,-4.6,3.6,2.67,,,,2.5,140,-3.8,58,79.5,5.3,
236,何咯,1985-03-07,4.2,0,9.4,4.75,,,,4,20,-1.1,47,72.8,6.3,
236,何咯,1985-03-08,5,3.2,6.1,11.53,,,,4.5,320,3,62,87.8,0,
236,何咯,1985-03-09,1.2,-4.4,5.3,,,,,7,320,-6.9,36,56.3,10.7,
236,何咯,1985-03-10,-1.6,-6.7,4.1,,,,,3.5,320,-9.5,35,56.8,7.9,
236,何咯,1985-03-11,1.1,-3.1,6.7,,,,,6,290,-6.3,39,59,8.9,
236,何咯,1985-03-12,.8,-6.1,10.1,,,,,4.5,230,-3.5,38,77.3,10.5,
236,何咯,1985-03-13,3.1,-2,10.4,,,,,4,320,-.4,46,79,6.9,
236,何咯,1985-03-14,2.2,-3.4,9.2,,,,,5.5,270,-7.7,29,49.8,11.1,
236,何咯,1985-03-15,5.1,-2.6,13.8,,,,,4.5,360,-2,39,62.5,9.4,
236,何咯,1985-03-16,5.3,.4,10.8,3.38,,,,3.5,360,-.9,45,66,6.7,
236,何咯,1985-03-17,7.2,1.4,14.9,1.75,,,,4.5,270,1.1,32,69.8,10.2,
236,何咯,1985-03-18,6,-.4,12.8,,,,,3.5,360,.6,41,72.3,6.9,
236,何咯,1985-03-19,8.9,3.1,15.6,2.67,,,,5,360,3.5,40,72.3,10.1,
236,何咯,1985-03-20,8.4,1.8,17.8,,,,,4.5,320,-1.7,20,58.5,7.9,
236,何咯,1985-03-21,5.2,-2.1,14.8,,,,,6,320,-4.5,21,55.8,11.1,
236,何咯,1985-03-22,4.4,-4.2,14.9,,,,,3.5,270,-3.5,24,64,11.1,
236,何咯,1985-03-23,8.4,0,17.9,,,,,5,140,2.1,34,68.3,11.1,
236,何咯,1985-03-24,9.2,.4,19.8,,,,,5,180,3.3,32,71,10.7,
236,何咯,1985-03-25,9.3,6,14.5,10.5,2.5,9.5,,10.5,230,8,82,92.5,2.8,
236,何咯,1985-03-26,9.2,1.7,15.7,2.63,1,2,,3,320,2.5,33,66.8,10.3,
236,何咯,1985-03-27,7.7,4,11.4,5.63,1,3,,5,320,5.5,73,86.5,6.2,
236,何咯,1985-03-28,5.3,-.1,10.3,,,,,5,230,1.8,60,79,9.1,
236,何咯,1985-03-29,3.3,-1,7.5,,,,,8,270,-3,41,65.8,11.5,
236,何咯,1985-03-30,2.3,-3.5,8.8,,,,,9,270,-4.5,33,64.3,11.7,
236,何咯,1985-03-31,3.9,-3,10.9,,,,,6.5,270,-2.9,39,65,11.9,
236,何咯,1985-04-01,5,-3.8,14.9,,,,,4,180,-1.9,37,66.8,11.2,
236,何咯,1985-04-02,7.7,.5,15.8,,,,,5,180,3.1,46,74.3,10.7,
236,何咯,1985-04-03,8.4,6,10.9,15.42,2,7,,7.5,360,7.5,87,94.5,0,
236,何咯,1985-04-04,5.9,1.8,10.3,.3,0,0,,5,230,3.2,68,83.5,8.2,
236,何咯,1985-04-05,6.1,-.5,14.6,,,,,4,180,1.8,48,76.3,12,
236,何咯,1985-04-06,8,1.8,14.2,5.8,.5,.5,,4.5,230,4.3,49,79.8,7.4,
236,何咯,1985-04-07,12.4,5.6,20.9,1.38,.5,.5,,4.5,230,7.5,45,74.8,12,
236,何咯,1985-04-08,13.1,4.8,23.5,,,,,3.5,50,8.1,38,75,11.7,
236,何咯,1985-04-09,14.3,5.4,26.9,,,,,4,270,6.6,19,70.8,10.3,
236,何咯,1985-04-10,13.2,7.7,20.9,2.38,1,2.5,,4,360,9.1,46,79.3,5.2,
236,何咯,1985-04-11,11.1,8,13,9.45,.5,1,,6,50,6.4,54,74,6.8,
236,何咯,1985-04-12,11.3,6.6,17.3,,,,,5.5,50,-2.6,24,40,11.7,
236,何咯,1985-04-13,12.7,3.3,21.7,,,,,4,320,-1.1,23,40.8,11.2,
236,何咯,1985-04-14,11.4,6.4,19.1,,,,,3,90,5.3,36,69,7.5,
236,何咯,1985-04-15,11,1.7,20.7,,,,,4.5,180,4.6,33,69.3,11.9,
236,何咯,1985-04-16,12.2,3.8,21.4,,,,,5,230,5.3,34,67.3,11.8,
