지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),강수 계속시간(hr),10분 최다 강수량(mm),1시간 최다강수량(mm),최대 순간 풍속(m/s),최대 풍속(m/s),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),평균 상대습도(%),합계 일조시간(hr),1시간 최다일사량(MJ/m2)
235,보령,1992-02-06,-1.5,-5.8,5.2,3.15,,,,4.5,230,-5.4,53,74,5.6,
235,보령,1992-02-07,-2.7,-7.5,3.5,1.32,,,,3.5,20,-7.3,45,73.8,7.9,
235,보령,1992-02-08,-2.4,-6.5,2.5,,,,,4.5,20,-9.2,39,62,9,
235,보령,1992-02-09,-2.3,-7,4.5,,,,,3,20,-6.3,53,75.5,8.1,
235,보령,1992-02-10,-.7,-5.5,7.3,,,,,5,320,-6.7,40,67.8,7.5,
235,보령,1992-02-11,-2.8,-7.6,4.3,,,,,3,70,-8.4,42,68,9.2,
235,보령,1992-02-12,.2,-6.5,7.1,.88,,,,4.5,230,-2.8,60,80.5,5.3,
235,보령,1992-02-13,.2,-4.9,3.8,,,,,5,20,-6.6,44,60.5,8,
235,보령,1992-02-14,.6,-5.4,6.6,,,,,5.5,200,-4.7,48,68.5,8.8,
235,보령,1992-02-15,4.4,.9,9.8,.95,,,,5.5,200,-.8,47,70.8,6.5,
235,보령,1992-02-16,-1.7,-6.8,2.6,,,,,4.5,360,-10.5,39,51.8,9.4,
235,보령,1992-02-17,-2.3,-7.7,3.9,,,,,3.5,20,-6.4,51,75.5,9,
235,보령,1992-02-18,-1.4,-6.8,5.7,1.63,,,,5.5,340,-4.4,51,80.8,5.5,
235,보령,1992-02-19,-3.5,-9.1,2.7,,,,,5.5,20,-9.8,37,64.3,9.2,
235,보령,1992-02-20,-3.5,-9.1,4,.58,,,,4.5,160,-8.8,38,70.3,9.6,
235,보령,1992-02-21,-1.8,-5.8,4,,,,,5,340,-6.6,42,73,9.4,
235,보령,1992-02-22,.8,-5.5,6.8,,,,,5.5,230,-3.4,50,75.5,7.7,
235,보령,1992-02-23,3.1,.2,7.1,1.87,,,,6,340,-1,55,74.3,4.6,
235,보령,1992-02-24,1.3,-4.1,6.5,,,,,5.5,320,-4.8,52,64.3,9,
235,보령,1992-02-25,1.1,-3.8,9.6,,,,,5,160,-3.6,37,74,9.6,
235,보령,1992-02-26,3.7,-5.7,13.4,,,,,8,230,-1.3,44,71.8,9.4,
235,보령,1992-02-27,11,7.2,17.2,,,,,7,200,6.1,46,73.5,9.3,
235,보령,1992-02-28,11.9,7.6,16.7,8.37,,,,5,200,9.4,64,86.3,.1,
235,보령,1992-02-29,14.1,11.7,17.1,7.43,,,,8.5,230,12.4,84,89.5,0,
235,보령,1992-03-01,9.3,6.9,11.7,4.87,,,,5,200,7.7,84,89.3,.9,
235,보령,1992-03-02,7.2,3,8.9,,,,,4,50,2.7,65,73.5,0,
235,보령,1992-03-03,5.8,.8,12.6,,,,,5,20,-.8,42,64.5,8.4,
235,보령,1992-03-04,6.1,2.1,10.4,1.32,,,,5,20,-1.2,48,59.5,4.9,
235,보령,1992-03-05,3,1.3,5.3,20.05,,,,5,20,1.5,72,88.8,0,
235,보령,1992-03-06,2.5,-2.1,8.2,.67,,,,4.5,20,-2.8,49,69,6.8,
235,보령,1992-03-07,1.1,-5.5,8.3,,,,,4,200,-2.9,51,76.8,9.4,
235,보령,1992-03-08,2.9,-1.7,10.1,,,,,4,70,-1.3,48,76.3,9.4,
235,보령,1992-03-09,3.2,-4.2,12.6,,,,,7,340,-.9,45,77.5,10.1,
235,보령,1992-03-10,2.4,-2.6,10,,,,,4,290,0,65,84.8,4.2,
235,보령,1992-03-11,3.6,-4,14.7,,,,,3,180,-2.9,37,66.3,8.8,
235,보령,1992-03-12,4.7,-1.6,10.1,1.13,,,,3,180,-.3,45,70.8,4.5,
235,보령,1992-03-13,3.9,-4.1,14.1,,,,,4,340,-.8,47,74,9.4,
235,보령,1992-03-14,6.5,.5,15.2,2.55,,,,3.5,20,.8,43,66.8,4,
235,보령,1992-03-15,10.4,6.1,18.4,.13,,,,5.5,50,3.5,41,64,6.4,
235,보령,1992-03-16,6.4,3.9,9.8,.85,,,,5,50,2.2,67,74.8,1.9,
235,보령,1992-03-17,4.2,2.8,6.6,15.63,,,,5.5,20,1.6,70,83.5,0,
235,보령,1992-03-18,4.8,1.8,9.5,11.13,,,,4.5,50,2.5,70,86,2.9,
235,보령,1992-03-19,6.2,.5,11.5,,,,,4.5,320,2.4,49,78.8,8.7,
235,보령,1992-03-20,5.7,-.8,11.8,5.5,,,,3.5,50,-.6,39,66.5,1.8,
235,보령,1992-03-21,4.7,-.8,9.3,1.78,,,,8,320,-1.2,47,67,9.2,
235,보령,1992-03-22,5,-4.2,12.2,,,,,4,20,-.3,45,70.3,9.2,
235,보령,1992-03-23,6.8,4.8,8.8,11.85,,,,3.5,20,4.4,65,85.3,.2,
235,보령,1992-03-24,5.7,3.2,10.6,1.17,,,,3,290,4.5,78,92,1.6,
235,보령,1992-03-25,7.4,0,13.9,,,,,3,50,3.3,48,77.3,7.8,
235,보령,1992-03-26,10.3,4.4,16.9,,,,,4.5,20,2.7,41,60.3,9.3,
235,보령,1992-03-27,10.8,4.9,19.6,,,,,5.5,50,2,34,55.5,9.4,
235,보령,1992-03-28,10.9,3.5,16.8,,,,,5,110,2.9,42,58.5,8.6,
235,보령,1992-03-29,8.1,2,16.4,,,,,5,290,2.1,42,68.3,10.2,
235,보령,1992-03-30,8.1,0,17.1,,,,,4.5,160,3.3,42,74.8,10.5,
235,보령,1992-03-31,8.9,.5,18.3,.92,,,,3.5,50,3.2,42,70.8,7.9,
235,보령,1992-04-01,11.5,8,17.2,2.78,.5,1.5,,3.5,320,7.9,54,79.8,9.5,
235,보령,1992-04-02,9.9,4.5,15.5,,,,,3,290,6,50,78,10.1,
235,보령,1992-04-03,10,2.1,19.2,,,,,2.5,320,3.9,42,67.8,8.8,
235,보령,1992-04-04,10.9,5.3,18.4,,,,,3.5,200,5.2,44,69.5,7.6,
235,보령,1992-04-05,10.6,2.9,19,,,,,3.5,320,5.1,47,69.8,10.4,
235,보령,1992-04-06,10.1,3.7,19.7,,,,,3.5,230,4.5,38,71.3,8.1,
235,보령,1992-04-07,12,1.7,20.3,,,,,6,50,5.9,50,67,10.6,
235,보령,1992-04-08,11.5,5.5,17.7,6.82,1,2.5,,3.5,50,7.5,55,77.3,3.1,
235,보령,1992-04-09,14.3,10.3,21.3,7.58,1.5,4.8,,7.5,50,10.9,56,81,3.4,
235,보령,1992-04-10,10.7,7.4,13.4,22.67,1.5,5,,12,90,8.8,81,87.3,0,
235,보령,1992-04-11,7.9,3.9,13.8,1.78,1,2,,7,230,4.2,59,78.3,6.2,
235,보령,1992-04-12,5.8,.6,9.8,,,,,6.5,320,-1.2,45,58.5,11.2,
235,보령,1992-04-13,6.2,-.9,12,,,,,4,160,2.8,57,79.8,11,
235,보령,1992-04-14,8.2,2.1,13.9,,,,,4.5,50,2.5,43,69.3,9.3,
235,보령,1992-04-15,7.8,4.7,11.5,2.13,0,.2,,6,320,3.6,49,75.5,8.3,
235,보령,1992-04-16,7.4,2.9,13.9,,,,,4.5,200,3.1,43,76,10.5,
235,보령,1992-04-17,12.6,2.5,19.8,,,,,11,200,3.4,36,55.8,8.9,
235,보령,1992-04-18,11.1,3.4,16.2,6.1,1,2.4,,9.5,230,8.6,73,85.3,.2,
235,보령,1992-04-19,8.2,-.2,15.6,,,,,6.5,230,2.7,38,72,11.3,
235,보령,1992-04-20,12.8,6.6,19.8,,,,,6,200,2.1,31,50.8,11.4,
235,보령,1992-04-21,16.4,10.4,21.6,1.83,4.5,9,,11,230,8.2,35,62,3.3,
235,보령,1992-04-22,11.5,4.6,18,,,,,4,290,5.1,37,68.3,11.4,
235,보령,1992-04-23,15.8,8.8,20.5,,,,,9,230,4.2,33,46.8,11.6,
235,보령,1992-04-24,13.9,5.5,18.4,,,,,6.5,230,5.8,33,60.3,10.8,
235,보령,1992-04-25,10.3,2.4,18.9,,,,,3,290,4.4,40,70,11.4,
235,보령,1992-04-26,11.2,3.5,20,,,,,2.5,20,3,35,60.8,12,
235,보령,1992-04-27,10.9,1.1,20.2,,,,,4,160,2.2,31,59,12.3,
235,보령,1992-04-28,12.1,5.1,19.3,.42,0,0,,12.5,230,7.1,37,75,5.8,
235,보령,1992-04-29,14.4,8.1,21.9,4.82,.5,.5,,4,20,10.3,47,77.8,8.5,
235,보령,1992-04-30,12.5,7.2,17.1,3.95,1,2.5,,4,320,9.5,62,82.3,9.8,
235,보령,1992-05-01,10.4,4.5,15.9,,,,,5,250,7.5,56,82.3,10.4,
235,보령,1992-05-02,11.4,4.2,19.9,,,,,4.6,180,5.4,39,69,12.1,
235,보령,1992-05-03,13.6,6.4,19.2,,,,,4.4,200,7.4,46,67.8,11.9,
235,보령,1992-05-04,14.8,6.2,24.1,,,,,3.4,50,8.6,35,69,12.4,
235,보령,1992-05-05,18.2,9.2,24.4,.4,0,0,,6.8,180,8.1,40,53.5,9.3,
235,보령,1992-05-06,16.1,11.4,19.7,5.75,1,4,,11.2,110,10,43,68,.5,
235,보령,1992-05-07,17.6,11.8,20.4,21.92,3,13,,11.7,200,15.8,75,89.8,0,
235,보령,1992-05-08,14.5,10.7,20,8.2,0,.5,,3.3,200,12,67,85.8,7.7,
235,보령,1992-05-09,13,8.6,18,,,,,5.4,360,4.3,37,58.3,11.3,
235,보령,1992-05-10,15.8,8.6,22.7,,,,,4.2,360,5.4,36,51.3,12.3,
235,보령,1992-05-11,16.2,10,22.6,,,,,4.7,270,1.2,26,38,12.4,
235,보령,1992-05-12,16.4,8.3,25.3,4.28,.5,.5,,4.6,20,5.4,27,50.5,10.2,
235,보령,1992-05-13,13.9,10.6,17.6,13.17,1.5,3.5,,6.3,290,11.9,75,87.8,.1,
235,보령,1992-05-14,13.8,9.2,18,,,,,4.2,230,10.9,68,83.8,8.9,
235,보령,1992-05-15,16.9,12.5,21.5,,,,,4.1,290,12.2,60,74.8,8.2,
235,보령,1992-05-16,14,11.9,17,1.72,1,2,,4,250,11.4,72,84.3,5.9,
235,보령,1992-05-17,14.5,11.3,20.3,,,,,3.3,320,11.1,65,81,8.7,
235,보령,1992-05-18,13.5,10.5,19.3,,,,,2.7,320,10.5,69,83,9.4,
235,보령,1992-05-19,15.9,9.6,22.9,,,,,6.7,230,11.4,48,75.5,11.3,
235,보령,1992-05-20,17.2,12.4,24.2,.08,0,0,,5,200,12,45,72.3,10.4,
235,보령,1992-05-21,17.5,14.3,21.1,,,,,6.3,180,13.8,67,79.5,11.4,
235,보령,1992-05-22,19,12.3,24.8,.33,0,0,,5.6,290,10.6,40,62,10.9,
235,보령,1992-05-23,16,11.5,19.7,,,,,4.9,230,11.5,56,74.8,11.8,
235,보령,1992-05-24,15.4,9.1,21.9,,,,,5.1,320,9.7,42,71,12.6,
235,보령,1992-05-25,12.2,9.4,16.3,4.18,1,5,,3.8,50,9.2,69,82.5,1.7,
235,보령,1992-05-26,13.7,9.3,18.6,,,,,4.2,200,10.4,62,81,8.6,
235,보령,1992-05-27,15.4,10.7,22.5,.75,.3,.3,,4.4,50,10.1,50,72,11,
235,보령,1992-05-28,15.7,9.1,23,,,,,4,200,9.6,44,68.3,10.9,
235,보령,1992-05-29,19.1,14.4,23.4,,,,,6.7,200,15,62,75,9.4,
235,보령,1992-05-30,20.9,14.6,29.2,,,,,4.6,20,16,39,75,12.5,
235,보령,1992-05-31,19.4,13.1,26.3,,,,,3.8,290,13.8,48,72.3,12.4,
235,보령,1992-06-01,20.5,11.4,29.6,,,,6.6,4.5,290,13.2,39,64.8,12.9,
235,보령,1992-06-02,21.3,13.1,30.2,,,,5,3.2,290,13.4,40,63.3,12.6,
235,보령,1992-06-03,19.8,13.7,24.2,,,,9.1,5.2,230,15.6,51,77,7.7,
235,보령,1992-06-04,19.7,17.2,21.6,16.33,4,16.5,13,9.7,180,17.1,68,85,0,
235,보령,1992-06-05,19,15.3,24.9,4.5,.5,.5,4.9,3.5,290,16.9,67,87.5,8.6,
235,보령,1992-06-06,19.6,15.6,23,,,,8,5,230,17.4,74,87.3,4.3,
235,보령,1992-06-07,15.6,10.8,20.4,5.08,1,2,10.3,6.6,320,11.5,56,76.8,8.5,
235,보령,1992-06-08,16.9,8.9,22.4,,,,15.5,9.9,200,10.2,45,66.8,12.5,
235,보령,1992-06-09,20.1,18,23.4,.57,1.5,1.5,14.5,9.2,200,15.6,54,75.3,4.8,
235,보령,1992-06-10,18.8,13.8,21.6,2.53,.5,1.5,13.6,8.9,200,13.7,56,73,7.7,
235,보령,1992-06-11,16.7,13.4,21,,,,7,4.8,270,13.5,64,82,10,
235,보령,1992-06-12,18.4,13.7,24.1,,,,5.7,3.8,200,14,50,77.3,8.7,
235,보령,1992-06-13,17.8,15.1,21.9,4.92,.5,1,3.4,2,20,15.5,73,86.8,3,
235,보령,1992-06-14,19.7,14.7,25.2,,,,3.3,2.4,20,16.6,62,83.3,5.8,
235,보령,1992-06-15,20.3,12.5,26.5,,,,6,3.7,290,15.8,53,76.5,12.9,
235,보령,1992-06-16,21,13.8,28.3,,,,6.5,3.8,200,14.8,43,70.5,11.5,
235,보령,1992-06-17,20.2,16.5,25.8,1.63,0,0,7.5,4.9,20,14.9,46,72,6.1,
235,보령,1992-06-18,19.5,13.4,26.5,,,,6.4,4.1,290,14.1,51,72,12.9,
235,보령,1992-06-19,18.3,13.2,24,,,,6,4.1,230,13.9,59,76.3,11.5,
235,보령,1992-06-20,19.5,13.8,26.4,,,,6.2,4.2,20,12.6,41,65.5,12.8,
235,보령,1992-06-21,19.1,13.2,25.8,,,,5.1,3,250,13.6,42,71.3,9.1,
235,보령,1992-06-22,20.4,16.3,25.3,1.9,.1,.1,7.5,4.1,20,14.1,46,67.8,4.7,
235,보령,1992-06-23,21.5,17.2,25.8,,,,10.2,5.8,50,11.5,43,53.3,9.4,
235,보령,1992-06-24,20.3,15.6,25.4,,,,7.6,5.6,250,13.9,49,67.8,12.2,
235,보령,1992-06-25,20.3,14.7,27.1,,,,5.6,3.9,290,14.8,50,71.8,10.9,
235,보령,1992-06-26,20.7,14.9,27.1,,,,4.3,2.9,290,15.5,52,73.3,10.4,
235,보령,1992-06-27,21.5,17,27.8,,,,4.2,2.8,290,15.9,52,71.3,11.7,
235,보령,1992-06-28,21.3,16.2,27.3,,,,4.3,3.1,320,16.2,52,73.5,9.8,
235,보령,1992-06-29,21.7,15,29.3,,,,4.1,2.9,20,15.4,44,70,11.7,
235,보령,1992-06-30,21.7,16.1,29.2,,,,5.3,3.5,290,15,37,68,11.8,
235,보령,1992-07-01,22,18.9,26.4,.23,.4,.4,8.2,5.7,230,16.7,50,72.8,9.3,
235,보령,1992-07-02,22.6,20.5,25.6,,,,10.3,7.3,200,18.3,69,77.3,1.9,
235,보령,1992-07-03,21.6,20.3,22.9,4.83,.3,.3,8.3,6.1,200,18.2,74,81,0,
235,보령,1992-07-04,22.1,18.1,27.2,,,,4.9,3.5,230,18.9,62,82.8,8.9,
235,보령,1992-07-05,23.4,18.3,30,,,,4.6,2.9,200,19.1,59,78.3,11.7,
235,보령,1992-07-06,24.1,18.4,31.2,,,,5.1,3.5,290,19.5,57,76.8,11.9,
235,보령,1992-07-07,23.2,18.1,29,,,,5.5,3.8,230,19.1,51,79,11.7,
235,보령,1992-07-08,23.9,16.8,29,,,,6.4,4.8,230,19.3,53,76.5,12.6,
235,보령,1992-07-09,22.9,15.7,29,.85,0,0,5.9,4.3,230,16.3,50,67.5,7.4,
235,보령,1992-07-10,24.8,21.5,29.8,.87,.5,1,9.1,5.7,200,20.2,59,75.8,6.1,
235,보령,1992-07-11,23.1,19.7,27.5,2.17,0,0,8.5,5.9,230,19.4,69,80,7.6,
235,보령,1992-07-12,22.2,20.1,25.8,5.37,2,9,7.2,3.8,50,18.9,71,81.8,1.5,
235,보령,1992-07-13,23.7,19.7,27.7,3,8.5,23.5,6.5,3.9,50,20.8,70,84,7.5,
235,보령,1992-07-14,22.4,19.9,28.3,,,,5.3,4,140,19.4,63,83,9.1,
235,보령,1992-07-15,23.6,19.5,27.4,,,,7,4.4,230,19.6,64,78.8,9.6,
235,보령,1992-07-16,23.2,21,27.4,6.77,.5,1,6.5,3.7,50,18.7,62,76.8,2.9,
235,보령,1992-07-17,22.6,21,24.5,12.7,5.5,12,9,5.9,230,20.1,77,85.8,0,
235,보령,1992-07-18,23.4,21.6,26.2,.42,0,0,7.8,5,200,20.5,78,83.5,1.7,
235,보령,1992-07-19,25.7,23.1,30.6,,,,8.6,5.7,230,21.8,65,79.8,6.5,
235,보령,1992-07-20,26.6,23.5,31,.68,.5,.5,12.5,8.4,200,21.7,59,74.3,4.6,
235,보령,1992-07-21,26.6,25.1,28.8,1.38,0,0,15.4,9.4,200,21.8,64,75,4.4,
235,보령,1992-07-22,25.8,23.3,29.1,4.38,.5,1,12.5,7.4,200,22.1,59,79.8,2.4,
235,보령,1992-07-23,25.8,23.1,30.8,,,,4.6,3.2,230,22.3,68,81.5,10.3,
235,보령,1992-07-24,26.3,24.2,29.8,,,,9.2,5.7,200,21.9,63,77,8.8,
235,보령,1992-07-25,26.1,24.2,28.2,,,,8.6,5.6,200,21.7,68,76.8,6.7,
235,보령,1992-07-26,26.4,23.9,30,,,,11.4,8,200,21,32,72.8,10.9,
235,보령,1992-07-27,26.4,24.6,28.4,,,,9.9,7.3,200,21.4,65,74.5,4.3,
235,보령,1992-07-28,26.6,23,30.9,,,,6.5,4.5,200,21.8,64,75.5,8.7,
235,보령,1992-07-29,26.6,23.1,30.9,,,,7.6,5.1,200,21.9,59,75.8,11.9,
235,보령,1992-07-30,26.7,25.2,29,2.12,2.5,2.5,12.3,8,200,22.1,68,76,1.1,
235,보령,1992-07-31,25.4,20.5,29.7,,,,5.7,3.9,270,21.3,62,78.3,10,
235,보령,1992-08-01,25.4,19.2,31.1,,,,4.7,3.4,290,21,63,77.3,11.9,
235,보령,1992-08-02,26.5,22.4,33.2,,,,5.7,3.5,290,20.4,53,69.5,9.6,
235,보령,1992-08-03,26,21.5,30.8,,,,7.9,4.2,50,17.7,30,61.3,12.1,
235,보령,1992-08-04,24.7,18.3,30,,,,8.8,4.3,50,13.9,39,51.3,12.7,
235,보령,1992-08-05,23.9,19.2,28.8,,,,7,4.8,360,15.4,54,59.5,3.2,
235,보령,1992-08-06,24.2,20.6,28.6,.57,0,0,7.2,4.6,200,17.6,54,67.3,7.5,
235,보령,1992-08-07,24.1,21.5,26.5,6.63,4.5,13.5,13.2,7.2,200,18.4,58,70.5,.1,
235,보령,1992-08-08,26.4,21.5,31.9,,,,7.4,4.7,20,20.2,58,69,11.4,
235,보령,1992-08-09,24.7,19.8,30.2,,,,4.6,2.9,320,19,58,70.8,12.4,
235,보령,1992-08-10,24.8,18.5,30.5,.5,0,0,5.1,3.1,320,18.7,55,69.5,10.5,
235,보령,1992-08-11,24.1,21.4,28.9,2.43,.2,.2,4,2.6,20,18.7,61,72,3,
235,보령,1992-08-12,23.3,20.5,28.9,10.08,10.5,42,12.5,7.1,50,18.2,59,73.3,7.2,
235,보령,1992-08-13,24.7,19.1,31.4,1.1,.5,1,5.5,3.5,290,19.6,58,73.8,10.8,
235,보령,1992-08-14,20.3,19.1,23,20.92,2,3.5,7.3,4.8,20,16.5,68,78.8,0,
235,보령,1992-08-15,21.2,20.1,23.1,8.22,2.5,6,7.1,4.1,20,17.9,77,81.3,.6,
235,보령,1992-08-16,23.7,20.4,29.2,.48,.1,.1,3.8,2.5,290,19.2,64,76.3,6.7,
235,보령,1992-08-17,23.1,21.2,25.6,8,5.5,21,6.9,4.6,20,19.3,72,79.5,.9,
235,보령,1992-08-18,25.3,21.5,30.3,,,,8.5,5.4,50,19.1,55,69,11.5,
235,보령,1992-08-19,25.1,20.6,30.6,,,,10,6,20,18.2,54,65.8,11.5,
235,보령,1992-08-20,25.3,20.8,32,,,,8,5.4,20,18.8,55,67.5,11,
235,보령,1992-08-21,24.9,20.6,29.8,.77,.2,.2,7,4.3,20,19.2,59,71,7.6,
235,보령,1992-08-22,24.7,19.9,29.6,,,,6.8,4.7,250,20,62,75.3,9.5,
235,보령,1992-08-23,23.9,20,28.7,.18,0,0,7,4.7,250,19.5,65,76.5,4.7,
235,보령,1992-08-24,23.2,18.6,27.3,8.65,1,4.5,3.6,2.4,20,18.9,65,77.3,3.4,
235,보령,1992-08-25,23.7,20.3,29.5,6.75,2.5,7.5,6.8,4.5,20,18.4,58,72.5,10.1,
235,보령,1992-08-26,24.9,20.3,30.7,6.43,5.5,13.5,7.8,5.3,20,19.8,59,74.3,9.1,
235,보령,1992-08-27,23.2,21.1,24.5,22.58,11.5,31.5,,5.5,200,20,70,83,0,
235,보령,1992-08-28,26.1,22.7,31.6,,,,,3,20,22,64,78,4.5,
235,보령,1992-08-29,27.2,22.4,33.9,,,,,3,20,18,18,66,11.8,
235,보령,1992-08-30,27.4,22.9,33.2,,,,,3,50,23,34,78.3,9.9,
235,보령,1992-08-31,25.9,23.4,29.2,,,,,5.5,20,20.1,57,70.5,1.5,
235,보령,1992-09-01,27.3,25.2,29.2,5.02,.1,.1,16.9,10.5,110,18.7,51,59.8,1.5,
235,보령,1992-09-02,24.8,23.8,26.3,20.38,4,8,16.2,10.2,200,22.2,64,84.3,0,
235,보령,1992-09-03,24.6,22.4,26.4,,,,8.6,5.6,200,21,72,80.5,2.3,
235,보령,1992-09-04,24.5,19.2,30.2,,,,4.6,3.2,290,20.1,58,77.3,10.8,
235,보령,1992-09-05,24,17.8,30.8,,,,4.1,2.6,20,19.9,60,78.3,10.9,
235,보령,1992-09-06,24.1,17.4,30,,,,5.3,3.4,290,20.1,28,78.5,10,
235,보령,1992-09-07,22,20.6,23.4,17.65,2,6.5,6.6,3.9,200,18.4,69,80.3,.3,
235,보령,1992-09-08,21.3,18.8,28,4.77,.5,1.5,6.9,3.8,20,16.4,45,74,4.1,
235,보령,1992-09-09,19.3,14.8,25.3,,,,4.9,2.8,50,13.8,52,71.5,7.8,
235,보령,1992-09-10,20.2,13.8,27.8,,,,5.8,3.2,360,13.7,43,67.3,10.8,
235,보령,1992-09-11,19.9,13.4,25.9,,,,3.9,2.5,290,14.6,55,71.8,10.9,
235,보령,1992-09-12,20.7,15.7,23.7,2.78,0,0,5.5,3.5,20,14.9,56,70,.4,
235,보령,1992-09-13,18.3,16.3,19.6,11.35,1.5,3.5,13.5,7.1,20,13.7,60,75,0,
235,보령,1992-09-14,20.1,15.4,27.2,,,,6.6,4.3,320,16,56,78,9.1,
235,보령,1992-09-15,19.6,13.8,27.4,,,,4,2.6,50,15.6,49,78.3,8.9,
235,보령,1992-09-16,20.1,13.8,26.8,,,,9.8,5,20,12.3,33,64.5,8.8,
235,보령,1992-09-17,18.3,10,25,,,,6.2,3.4,320,11,39,63.8,10.7,
235,보령,1992-09-18,18,11.5,24.8,,,,5.2,3.6,20,12.3,51,69.3,6.3,
235,보령,1992-09-19,17.8,9.5,26.1,,,,4.5,2.8,20,12.7,53,73,5.8,
235,보령,1992-09-20,19.1,14.3,24.1,,,,5.8,3.7,360,14.6,63,75.5,3.3,
235,보령,1992-09-21,18.9,12.1,26.2,.33,0,0,7.7,4.1,20,14.2,53,75.3,7.6,
235,보령,1992-09-22,20.3,14.9,25.6,,,,15,7.8,110,10.5,39,54,10.9,
235,보령,1992-09-23,19.6,14.8,23.2,2.38,0,0,7,4.2,50,14.2,62,70.8,1.8,
235,보령,1992-09-24,21.7,18.2,23.5,18.88,2.5,12.5,12.3,6.8,90,18,66,79.5,0,
235,보령,1992-09-25,19.2,13.2,24.7,.77,.5,.5,11.1,5.7,360,13,53,67.5,9.8,
235,보령,1992-09-26,15.2,7.7,21.8,,,,13.2,6.8,20,5.8,31,55.5,10,
235,보령,1992-09-27,14.3,7.1,23,,,,5.1,3.2,20,6.3,32,62,10.6,
235,보령,1992-09-28,16,10.7,20.5,3.18,.5,1,10.7,6.5,50,8.8,51,63,2.9,
