지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),강수 계속시간(hr),10분 최다 강수량(mm),1시간 최다강수량(mm),최대 순간 풍속(m/s),최대 풍속(m/s),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),평균 상대습도(%),합계 일조시간(hr),1시간 최다일사량(MJ/m2)
235,보령,1972-01-24,,5.2,13.2,,,,,,200,,,,,
235,보령,1972-01-25,,,,,,,,,320,,,,,
235,보령,1972-01-26,,,,,,,,,360,,,,,
235,보령,1972-01-27,,,,,,,,,360,,,,,
235,보령,1972-01-28,,,,,,,,,360,,,,,
235,보령,1972-01-29,,,,,,,,,50,,,,,
235,보령,1972-01-30,,,,,,,,,50,,,,,
235,보령,1972-01-31,,1.1,10.5,,,,,14.5,200,,,,,
235,보령,1972-02-01,,,,,,,,,290,,,,,
235,보령,1972-02-02,,,,,,,,,360,,,,,
235,보령,1972-02-03,,,,,,,,,20,,,,,
235,보령,1972-02-04,,,,,,,,,360,,,,,
235,보령,1972-02-05,,,,,,,,,20,,,,,
235,보령,1972-02-06,,,,,,,,,360,,,,,
235,보령,1972-02-07,,,,,,,,,360,,,,,
235,보령,1972-02-08,,,,,,,,,360,,,,,
235,보령,1972-02-09,,,,,,,,,360,,,,,
235,보령,1972-02-10,,,,,,,,,360,,,,,
235,보령,1972-02-11,,,,,,,,,320,,,,,
235,보령,1972-02-12,,,,,,,,,360,,,,,
235,보령,1972-02-13,,,,,,,,,320,,,,,
235,보령,1972-02-14,,,,,,,,,20,,,,,
235,보령,1972-02-15,,,,,,,,,50,,,,,
235,보령,1972-02-16,,,,,,,,,360,,,,,
235,보령,1972-02-17,,,,,,,,,360,,,,,
235,보령,1972-02-18,,,,,,,,,360,,,,,
235,보령,1972-02-19,,,,,,,,,360,,,,,
235,보령,1972-02-20,,,,,,,,,360,,,,,
235,보령,1972-02-21,,,,,,,,,320,,,,,
235,보령,1972-02-22,,,,,,,,,360,,,,,
235,보령,1972-02-23,,,,,,,,,320,,,,,
235,보령,1972-02-24,,,,,,,,,50,,,,,
235,보령,1972-02-25,,,,,,,,,360,,,,,
235,보령,1972-02-26,,,,,,,,,320,,,,,
235,보령,1972-02-27,,,,,,,,,340,,,,,
235,보령,1972-02-28,,,,,,,,,340,,,,,
235,보령,1972-02-29,,,,,,,,,340,,,,,
235,보령,1972-03-01,,,,,,,,,320,,,,,
235,보령,1972-03-02,,,,,,,,,320,,,,,
235,보령,1972-03-03,,,,,,,,,320,,,,,
235,보령,1972-03-04,,,,,,,,,160,,,,,
235,보령,1972-03-05,,,,,,,,,270,,,,,
235,보령,1972-03-06,,,,,,,,,160,,,,,
